well_id,region,production_barrels,operational_cost,downtime_hours
1780,South,837,101551,25
1119,South,509,188828,8
1892,South,4644,91880,0
1088,North,1230,126734,34
1328,East,2148,133997,43
1579,North,4728,185278,19
1909,South,4154,72168,44
1356,North,2630,133123,5
1609,West,4971,175622,41
1266,East,2896,157461,9
1616,North,4866,107897,47
1951,West,2006,186919,32
1322,East,2658,124599,15
1634,West,3416,99239,35
1987,East,4671,38642,5
1540,North,3729,126862,18
1648,West,4103,56509,30
1194,South,2166,99417,1
1920,West,4924,69237,17
1737,East,4636,166486,41
1331,North,3469,83176,27
1169,East,3189,148633,3
1520,West,2826,99865,0
1462,West,3310,137181,46
1039,South,3016,82059,41
1536,North,3971,69150,15
1260,North,512,108367,44
1394,West,3470,61091,46
1954,North,4121,20903,1
1225,South,4183,74235,35
1983,East,3973,75342,0
1123,North,3622,193795,38
1974,West,3964,55572,22
1037,East,1152,37610,25
1327,East,1120,54052,10
1250,South,4290,118993,41
1900,West,2145,107063,0
1175,North,2743,188622,10
1601,West,3991,180083,23
1913,East,4211,185836,9
1453,West,4188,117540,13
1036,North,1879,73533,13
1315,North,4743,175136,6
1687,South,2545,143989,22
1972,North,3548,140388,42
1795,North,1888,48702,21
1964,West,901,143482,35
1972,West,3153,28631,26
1592,East,4824,107388,1
1113,South,4423,144798,38
1039,West,767,90043,45
1300,North,4721,180053,18
1223,East,2225,55764,6
1317,West,1612,149014,11
1348,South,3175,133076,2
1114,South,1780,119007,46
1697,East,1732,44940,4
1322,East,4876,127418,7
1567,East,2363,91792,13
1039,East,4984,179504,35
1865,East,1116,28367,6
1039,North,646,131764,6
1858,North,4177,176583,45
1972,West,788,28573,31
1748,South,1909,35582,7
1288,North,513,156450,11
1261,North,756,85296,9
1215,North,2221,164572,13
1146,West,1923,85841,8
1335,East,3490,41881,37
1167,West,1695,90233,29
1091,South,4865,85285,4
1352,South,1744,79547,0
1570,South,3723,158294,0
1570,South,3970,27933,19
1815,North,4667,103385,10
1680,North,4469,118706,25
1780,West,1806,158012,43
1362,East,2621,104590,2
1556,South,2902,126399,5
1344,West,996,79145,42
1692,North,3899,194682,44
1169,North,4106,77520,10
1355,East,1409,24544,7
1190,East,872,74812,28
1666,East,4957,190690,9
1421,West,1844,139090,33
1699,North,823,119054,23
1006,North,2931,176516,45
1132,East,3284,175861,47
1746,South,2893,152689,16
1556,East,4420,120834,31
1825,West,1715,154405,10
1760,East,2195,60002,33
1030,East,2407,151583,23
1534,West,1280,132850,4
1425,East,1519,150011,28
1393,North,3765,188922,47
1671,South,1903,141548,47
1362,East,1926,51786,33
1436,West,1163,56244,15
1669,South,3147,87261,24
1550,West,510,38477,36
1926,South,1538,197605,7
1081,South,3325,185541,28
1355,East,3503,28496,45
1257,North,1575,140522,24
1717,East,3588,163342,41
1588,West,2289,40724,22
1988,West,3536,50416,33
1523,South,4153,55575,2
1294,South,3675,96614,29
1961,North,4799,113566,33
1223,East,1576,168480,31
1524,West,1473,147192,28
1045,South,2365,39359,8
1666,North,3625,159770,1
1112,West,1799,190564,38
1232,South,3906,63634,6
1016,West,1658,137255,45
1359,North,3629,62864,4
1222,North,604,114482,7
1865,West,4067,57355,31
1699,East,4848,57690,17
1447,West,4890,188886,37
1855,South,1681,182717,45
1364,East,3638,76630,17
1674,South,4894,199243,40
1325,West,4034,41658,44
1466,East,4696,35797,15
1413,South,3627,78799,20
1454,West,2274,138301,9
1585,West,4314,72236,41
1232,East,591,26265,3
1223,West,946,145611,43
1993,North,608,141754,7
1830,South,4912,178070,46
1411,South,3739,111426,18
1571,West,4553,165378,46
1334,West,1745,198417,39
1221,North,3220,162957,39
1036,East,777,129681,8
1988,West,3556,63826,29
1277,West,3422,75597,16
1195,West,3013,158515,39
1915,West,1338,117375,43
1863,South,3301,37084,14
1483,West,529,109447,3
1241,South,1757,24383,5
1323,West,864,112313,15
1730,East,2300,54361,25
1191,North,1404,100294,36
1016,East,2678,81331,22
1523,West,3350,115057,12
1917,West,3336,171601,46
1400,West,4946,141685,16
1905,East,679,116917,26
1885,West,4373,50932,21
1704,East,4460,21908,36
1021,South,1686,181430,18
1473,North,4459,50412,38
1119,North,1273,148319,34
1209,East,4960,103710,12
1305,South,852,22928,13
1269,East,3528,85158,47
1703,South,617,181704,30
1686,West,981,52309,44
1284,South,4787,29280,1
1715,South,3137,60449,45
1675,South,606,46957,38
1762,North,4977,187967,36
1226,South,743,90499,13
1947,West,3132,113057,8
1380,West,1365,130065,9
1459,West,3481,172767,6
1006,South,2061,94893,27
1028,East,1103,45176,45
1906,East,3562,169481,24
1032,West,4518,76967,45
1645,North,2515,20987,27
1878,East,2158,116854,1
1078,South,3880,46015,16
1927,East,4267,132350,3
1946,West,4270,86404,12
1458,North,2113,136751,17
1569,East,2379,148807,2
1982,East,4608,188218,36
1537,West,2846,68231,32
1481,North,1599,180104,40
1429,North,1574,48305,23
1737,West,1286,74306,7
1284,South,648,141139,34
1515,East,2254,38318,1
1976,South,2669,164318,32
1098,East,4256,184916,11
1396,East,1679,183674,21
1488,South,3809,41584,12
1038,West,2923,35169,9
1270,West,4677,45968,16
1886,East,1424,157457,42
1796,West,2103,142684,4
1156,East,3552,135391,8
1074,West,4718,45444,12
1883,East,2877,126081,22
1799,West,3980,82497,29
1129,North,3682,25362,42
1686,South,3317,119254,3
1973,North,3660,159322,20
1083,South,1211,88354,42
1021,South,3086,56368,8
1458,East,3148,64109,6
1538,South,2217,47426,15
1706,North,4852,137632,22
1848,North,1370,132637,22
1381,West,4074,59023,30
1747,North,770,142268,4
1439,West,2043,175964,5
1603,South,1049,129211,0
1988,North,4514,114897,47
1020,South,4954,167079,27
1302,North,2212,99777,17
1975,North,3740,64858,23
1868,West,1862,196145,12
1954,South,1784,110042,32
1083,North,1386,103098,9
1773,East,2758,40239,6
1658,South,4882,164137,36
1952,South,2285,130951,31
1452,South,4043,61291,44
1386,West,795,58805,21
1506,East,2553,118831,15
1256,South,3097,169515,23
1569,North,1180,29290,13
1891,North,4798,151283,10
1933,West,824,103634,18
1526,North,2791,39072,22
1161,South,4922,63290,33
1956,North,1486,105186,39
1162,South,3618,35115,12
1831,North,1260,25149,38
1792,East,4193,61992,43
1791,West,1536,37716,27
1523,West,1406,117724,39
1785,East,864,33621,15
1270,East,3913,157892,27
1491,West,1569,133065,3
1207,East,4869,193872,27
1538,South,2755,50399,11
1583,North,4186,139374,15
1059,West,4719,165074,35
1429,East,3581,63098,19
1984,South,3758,65511,25
1656,West,2607,73243,25
1604,East,3433,135131,21
1308,West,3329,48750,8
1519,East,941,168382,4
1590,West,2059,75398,16
1026,South,2241,64345,33
1685,South,1125,113430,1
1561,North,4363,134921,6
1198,West,2190,111729,35
1386,North,3281,71843,12
1348,West,590,161294,19
1959,East,3506,182581,29
1939,East,4802,151458,29
1692,North,1588,84334,10
1535,West,1680,87170,30
1827,North,2401,60878,2
1377,South,4990,189421,1
1898,North,686,173024,47
1915,North,2097,110352,2
1557,East,3908,172601,14
1526,North,4247,192593,16
1152,West,3170,38383,47
1733,East,739,155973,6
1205,North,3080,62889,47
1454,South,4736,34633,4
1272,North,638,82244,33
1893,North,3006,149177,32
1235,North,4665,170235,44
1851,East,4980,161779,15
1739,West,2745,103597,36
1520,South,4800,196173,2
1677,North,2249,195778,46
1943,West,1067,35115,47
1955,West,1381,95379,42
1830,East,1139,59979,20
1725,South,4461,191713,40
1500,East,4920,89377,7
1116,West,2835,26416,21
1385,West,4821,161705,4
1343,West,3485,148785,16
1583,East,1059,151666,36
1394,South,1213,165465,13
1063,North,4488,186452,38
1716,East,756,196128,40
1720,West,1076,150364,27
1071,East,537,117507,30
1788,West,2572,138243,16
1273,North,960,155933,34
1989,North,1940,123070,39
1319,South,4978,56126,21
1337,West,2332,100382,44
1365,South,3899,184754,47
1494,South,932,38228,28
1606,North,4651,44009,9
1165,East,2251,20094,17
1543,East,2547,100636,34
1010,South,3340,118453,43
1300,North,756,168502,15
1728,West,1171,186643,6
1800,East,989,74486,29
1101,South,4214,110510,18
1424,East,2596,40860,22
1391,East,2182,92812,7
1778,West,4911,86087,16
1213,North,2960,159558,20
1690,West,4412,69607,25
1087,North,2475,160817,27
1552,East,3716,126664,38
1400,South,1889,38330,32
1587,West,4356,140803,39
1888,North,2084,191150,18
1045,East,3463,63336,28
1671,North,1476,28070,19
1462,North,3864,21320,19
1591,North,545,109043,9
1309,East,1693,58921,11
1085,South,3842,26589,32
1091,South,746,112995,24
1659,South,3719,35589,24
1672,North,4825,56375,3
1713,East,1291,63085,3
1935,North,1136,80840,8
1927,South,4275,194272,14
1241,South,2921,118704,25
1864,East,1588,177804,14
1001,North,4683,117047,25
1224,West,3659,173498,27
1800,West,1212,50982,6
1744,South,4144,79720,31
1972,East,4390,167818,11
1925,North,3086,48514,34
1928,North,4809,154923,31
1588,South,2608,170868,8
1115,South,4114,96034,13
1665,North,1742,118388,12
1917,North,2559,185664,43
1102,South,3986,64845,32
1193,North,4832,167002,31
1165,West,4310,130853,18
1870,South,4400,128417,29
1089,North,3105,133436,15
1685,South,3534,41159,11
1121,East,4707,109788,9
1142,South,4551,44003,1
1993,South,3863,125722,17
1105,East,4521,55139,12
1886,West,2345,72452,28
1427,North,882,42205,23
1304,East,4612,76955,37
1871,South,4310,27464,11
1970,North,2396,29840,28
1316,East,2009,60768,21
1962,North,4712,160533,35
1634,North,2078,40927,0
1901,East,1379,118622,42
1008,North,2662,35329,39
1773,West,2072,35791,33
1072,East,2148,72627,33
1358,West,1859,148885,47
1222,South,4931,165444,32
1415,North,3469,199541,3
1552,South,4460,129554,37
1369,South,4311,150436,29
1715,North,4742,107073,45
1263,East,4717,54370,19
1839,North,580,71408,25
1689,South,3232,110941,14
1859,South,3209,174775,6
1317,East,2922,166306,6
1083,North,4141,158604,28
1317,South,1167,55416,22
1110,West,2996,92439,33
1250,South,3999,38242,19
1382,South,3998,99324,14
1006,East,1944,55249,32
1458,West,1845,120124,16
1083,South,1689,115049,19
1207,South,958,105078,12
1899,West,1712,52294,43
1389,North,1411,154756,23
1313,North,1525,174867,46
1021,South,2911,161503,36
1409,South,571,109627,6
1894,North,3185,110381,7
1514,East,1693,110027,22
1126,West,2348,90366,13
1808,West,2884,114176,3
1699,East,2522,139667,20
1873,East,4241,92870,45
1013,East,1798,67387,9
1970,East,4602,29304,21
1977,East,1404,37032,29
1011,East,3526,111291,29
1086,West,2528,132889,15
1523,East,3120,79486,10
1908,North,3146,85552,21
1536,East,2789,180726,28
1300,East,4372,59244,24
1242,West,1985,157014,13
1121,West,3651,70697,13
1146,East,1940,146031,1
1566,West,1265,22693,12
1749,South,4979,101098,2
1355,West,2938,26259,29
1684,West,4592,139746,17
1903,West,1649,127772,35
1732,West,4065,137928,20
1630,North,4642,156014,18
1308,North,2472,67419,15
1694,North,3166,122092,27
1287,East,963,76105,3
1306,East,4718,178455,14
1811,South,2681,43404,0
1593,North,2142,92656,47
1965,East,4388,156774,46
1913,West,1340,120965,15
1722,West,3154,76332,19
1661,North,4618,190491,32
1548,South,1065,123182,16
1351,South,1464,131395,4
1311,West,2782,122619,4
1872,South,1495,128269,38
1058,North,1687,93844,12
1642,West,4811,190314,43
1923,East,3754,144983,35
1713,East,1156,54142,29
1754,South,3482,129699,3
1034,West,1613,116226,22
1444,West,4906,27393,20
1092,East,1056,122281,20
1949,West,3519,179965,5
1958,West,2804,29388,23
1206,West,3080,82969,46
1352,South,551,56660,30
1902,West,1861,109244,18
1331,North,1694,175798,37
1816,South,4519,99544,11
1861,West,3638,151183,13
1724,West,2148,135370,11
1158,North,1171,37545,14
1953,South,1277,191240,18
1956,East,2779,153451,27
1023,East,3522,107346,39
1403,South,2360,192192,40
1804,West,3639,37809,4
1515,West,1574,47967,4
1731,East,2216,160820,5
1363,East,1783,43424,22
1381,East,2486,174986,2
1531,North,3133,128411,36
1955,East,1501,170563,32
1151,North,1546,90069,42
1561,South,2676,109119,20
1688,West,2838,57049,19
1946,East,2355,47821,0
1607,West,1000,115797,38
1616,West,2733,181017,46
1419,East,3039,168456,16
1249,East,4214,179482,28
1116,South,2832,97734,7
1865,North,1100,158241,25
1511,North,4784,191201,27
1739,West,1488,117445,33
1577,East,2381,23830,25
1334,South,4983,106940,12
1417,South,2254,178829,43
1931,South,2964,83867,36
1773,South,2723,186722,12
1294,South,4982,184838,37
1937,North,1994,52419,24
1754,North,1352,36668,46
1370,North,951,167318,22
1185,East,2824,44996,21
1245,West,2258,71312,20
1636,South,4808,154137,29
1267,East,3853,30467,10
1642,South,4636,172079,3
1236,North,3838,48702,32
1529,East,3088,114369,46
1551,North,2282,95569,11
1020,South,4020,73952,8
1910,South,2279,54169,31
1736,West,3632,36829,10
1866,South,4073,24522,36
1793,North,3718,105687,23
1519,South,4257,186391,6
1099,West,4516,140334,7
1751,West,3337,177615,32
1477,North,2881,138576,24
1598,East,4739,137419,0
1297,South,4436,181545,2
1939,West,4928,27699,39
1525,South,1919,88165,27
1333,South,4650,191527,42
1001,East,1830,95692,32
1374,West,3417,37441,45
1292,South,1946,50716,0
1836,West,1940,82175,37
1933,North,4244,26834,26
1552,North,3344,38179,37
1317,South,4675,46219,34
1501,West,1364,123153,9
1827,South,971,166854,11
1380,West,2002,94967,9
1622,West,1910,122454,33
1013,East,4270,29496,23
1503,East,2405,190310,27
1230,East,4501,66025,21
1984,South,4004,79886,44
1083,East,3983,174635,15
1129,East,1098,23712,12
1742,North,1491,114067,35
1837,West,2432,65489,35
1144,West,3284,52664,42
1890,East,3541,163492,22
1856,West,566,25315,13
1027,North,3898,95033,31
1065,North,3250,137862,2
1162,East,969,99030,26
1228,North,2224,83910,18
1260,West,4485,141075,21
1448,South,2131,75919,0
1423,West,1274,155204,4
1459,South,3512,147153,32
1951,East,3003,61598,18
1675,South,1986,171623,35
1300,North,4519,88206,5
1918,West,4727,94900,14
1302,South,1429,46296,35
1286,West,3512,169138,32
1394,East,2005,179964,23
1009,East,3444,95577,26
1706,North,3319,97173,10
1629,East,1684,84771,22
1269,South,788,178556,32
1591,East,2311,97865,40
1969,North,1027,119074,45
1604,West,1416,178187,46
1777,West,2208,177110,28
1843,East,4074,56622,30
1861,South,3819,55886,0
1360,North,1906,160973,33
1256,South,1741,76377,17
1132,North,3633,102910,17
1275,East,1298,138992,5
1775,North,2023,183878,39
1682,North,4607,168731,0
1971,East,3388,174525,46
1512,South,3190,181570,41
1312,East,4591,36312,29
1575,North,1741,21436,3
1885,East,1190,47569,31
1979,North,1027,136787,9
1283,East,1995,110485,42
1120,West,4325,197058,4
1106,West,3393,122555,8
1932,East,1392,160377,4
1686,South,886,52646,10
1996,North,1749,96126,34
1203,West,3028,137922,26
1164,South,4028,60430,3
1304,North,1397,142238,9
1496,West,1210,88659,38
1631,West,4195,135341,32
1555,East,3186,24158,37
1823,North,915,94236,7
1155,South,1971,96067,23
1366,South,4680,178810,38
1718,South,4762,29879,32
1901,North,2931,156615,40
1619,South,3015,132284,42
1250,South,1595,198996,18
1956,South,1309,193420,1
1915,East,3544,104117,10
1881,East,1492,187751,34
1333,North,1781,63888,16
1641,North,4870,50276,41
1968,South,2273,24799,2
1510,East,4061,132529,21
1292,West,4316,144713,34
1019,West,2256,110141,20
1281,South,2873,135013,24
1796,South,3076,187606,38
1000,East,1391,51668,1
1118,East,4684,155183,0
1034,East,1207,175758,6
1197,North,2897,92392,19
1484,North,4982,36490,42
1756,South,2634,186266,5
1058,North,2854,165569,35
1836,East,1476,137219,20
1160,East,1234,64104,45
1690,North,2968,25316,34
1205,West,3040,58130,35
1011,South,1132,127294,7
1489,West,4768,49954,3
1275,South,4599,133437,42
1692,West,3401,172724,15
1241,North,2163,165250,2
1215,South,2515,165823,6
1250,South,3681,154116,1
1810,South,4563,83165,0
1125,East,3130,162552,0
1993,East,4372,194946,37
1216,West,1554,86775,6
1305,North,880,157638,23
1796,East,3582,105311,4
1184,South,2891,73149,20
1038,East,2092,154078,27
1222,North,4761,92561,17
1183,East,3247,170495,23
1494,South,2889,110710,31
1426,West,4053,112199,44
1177,South,3527,185024,32
1918,North,1707,47326,9
1427,West,4353,137272,8
1293,East,1044,51139,32
1851,East,3581,93638,32
1150,East,4163,92652,6
1383,West,2739,32937,3
1637,South,2867,50161,27
1812,West,4273,155455,22
1307,West,3127,105856,31
1335,North,4431,90043,43
1945,West,2974,165807,15
1745,East,3630,79919,45
1891,South,4007,102055,9
1374,South,596,105455,13
1007,South,4358,188694,38
1340,East,3208,58135,35
1128,East,3836,186730,33
1775,East,956,104677,23
1668,East,4868,49696,17
1351,East,3487,154845,15
1357,West,4588,44956,40
1516,East,4384,35819,36
1494,East,1531,21528,40
1085,East,707,147781,24
1174,East,2437,106491,7
1801,South,1646,64588,23
1192,East,4799,119152,19
1310,West,3064,147872,47
1118,West,942,171583,29
1217,West,1332,30119,19
1426,North,1961,95893,17
1969,South,4016,36167,3
1413,East,1659,130782,47
1113,North,886,150775,35
1977,East,2541,54889,5
1144,North,3053,65678,2
1537,North,2218,80262,17
1647,West,4550,155753,46
1302,West,3909,100291,39
1743,North,1189,86008,17
1880,West,1669,164762,22
1587,North,1452,45912,34
1986,South,3996,26473,5
1839,West,4417,192370,25
1344,West,2984,169741,20
1813,West,2354,119500,23
1963,South,3939,172015,14
1800,North,3731,58785,26
1000,East,3097,120956,31
1146,West,4483,139006,11
1286,North,2691,30832,4
1975,South,3135,156457,6
1653,East,1156,165780,21
1052,West,4312,174510,26
1303,South,3840,102747,14
1068,South,4411,100107,38
1360,East,2296,85428,44
1601,North,4863,106843,34
1957,West,2262,31002,25
1219,West,4972,187225,22
1961,North,3785,173512,12
1703,North,2085,87501,25
1965,North,4063,52556,2
1574,East,2940,87963,28
1584,East,3600,26563,1
1160,West,3744,25840,27
1680,East,1540,35154,22
1088,South,3627,44194,35
1687,West,2773,197933,5
1780,East,4129,173520,10
1584,North,2614,43528,37
1756,South,2177,180474,33
1588,North,3594,24352,16
1158,West,1498,20184,2
1488,North,2784,161456,43
1970,East,2089,34319,45
1323,East,1661,140497,33
1609,West,3020,171521,21
1380,North,4355,76333,28
1101,West,1194,61205,28
1493,North,4912,30426,4
1643,South,4298,27504,9
1613,East,4183,136775,9
1018,West,2471,53368,8
1453,South,2003,123841,20
1481,South,3749,136744,12
1593,West,4718,28724,9
1396,West,3742,156156,37
1278,South,2368,185882,10
1850,North,2171,102297,3
1364,South,1582,145099,45
1330,West,2228,98872,30
1640,South,4351,171944,33
1343,North,2642,90333,41
1821,East,1648,22596,34
1454,East,753,37167,38
1600,South,4602,107844,38
1724,North,4042,109751,32
1654,East,3275,149817,7
1064,South,3833,100520,31
1075,South,4684,78326,32
1710,North,3779,97670,7
1142,West,4808,161854,45
1916,South,3381,193074,13
1914,West,765,44022,33
1827,West,2840,104458,7
1604,East,3648,165690,41
1472,West,3859,168317,6
1416,North,1504,103796,12
1304,East,2594,161099,20
1735,East,3771,165058,46
1496,East,709,130704,31
1290,South,1387,154598,10
1939,South,653,64361,13
1101,West,4093,58286,10
1985,East,914,49533,1
1266,East,3924,169388,33
1866,North,1784,159771,43
1967,West,3648,147441,46
1621,North,1268,117079,16
1973,West,1482,120960,13
1841,West,3702,78465,24
1961,South,4026,167745,47
1941,South,3287,43395,26
1776,North,2710,124162,7
1002,West,1538,150704,16
1084,East,4432,174779,4
1793,South,1041,95937,11
1327,East,858,149647,37
1815,North,1349,140650,17
1449,South,3044,150744,25
1453,South,2331,111512,30
1923,West,1972,159830,36
1628,North,1936,87009,5
1220,West,829,164353,40
1153,South,4854,52548,14
1664,North,4738,38371,41
1011,South,4508,125977,25
1132,North,1888,170716,11
1993,South,4685,174946,40
1303,East,1219,34281,46
1292,East,3735,173361,13
1974,West,2631,156126,0
1299,East,1600,120020,16
1739,South,1172,127508,32
1782,South,1016,86846,28
1042,East,3032,114682,44
1943,West,4170,49312,30
1342,East,1281,134186,7
1325,North,4023,24257,29
1813,North,4058,166918,12
1497,North,2886,173555,15
1363,East,2089,46558,1
1890,East,2001,63188,44
1426,East,4294,164084,17
1020,North,4818,53236,34
1406,West,3580,65076,44
1618,South,1576,68402,18
1335,East,1600,114467,12
1814,West,1002,183148,3
1116,South,1839,100337,18
1123,South,4385,135827,24
1398,South,1123,94264,37
1792,West,2386,37335,30
1803,West,3850,63773,35
1714,North,1550,48570,3
1050,West,4272,107995,38
1782,West,4416,60658,6
1323,West,4518,140640,15
1788,South,1829,92613,47
1140,East,4614,78194,4
1469,North,3867,131872,46
1786,East,4451,185031,22
1801,East,2997,196660,35
1333,West,2073,191605,31
1892,North,3134,128558,23
1963,East,3268,88582,24
1372,East,1711,195590,44
1563,North,1275,163775,27
1493,West,1660,69456,18
1538,East,2883,75491,6
1668,South,3154,28043,43
1750,East,4040,123212,40
1155,South,1595,88340,16
1290,West,523,161248,1
1647,East,4056,155008,15
1143,North,1579,51174,38
1105,North,4818,102632,17
1419,East,678,108768,38
1669,West,3347,145775,0
1657,West,2460,128177,2
1001,North,1973,45909,20
1944,East,1712,64158,29
1588,West,1309,159438,10
1643,North,919,144296,21
1089,South,4159,79331,46
1344,East,4316,179914,24
1349,South,1778,168530,2
1458,South,3023,107367,29
1262,West,1940,85382,23
1350,West,1840,94319,44
1107,West,2721,31170,35
1585,East,2892,139952,22
1038,South,1861,100145,7
1908,East,1091,125626,3
1158,West,1026,196014,38
1582,South,3003,36208,42
1958,East,1792,186250,30
1311,East,2154,160111,28
1240,North,687,34990,35
1937,East,3258,157513,12
1444,West,1028,149327,40
1297,East,933,99314,8
1951,South,4012,197031,20
1035,East,2304,46862,2
1083,North,802,178345,24
1451,South,4682,113949,24
1885,South,937,193572,11
1774,North,3088,150223,28
1821,West,1332,23956,10
1384,South,1296,108789,10
1171,West,1059,109451,25
1375,South,4088,137782,13
1684,South,1261,22365,15
1361,West,4074,92204,9
1558,South,4285,156072,30
1890,West,3014,77072,30
1140,North,1184,72499,35
1886,West,4733,89211,9
1917,North,1077,163979,25
1117,South,727,168408,19
1276,West,2828,105220,43
1725,South,3231,113847,8
1219,West,1327,129459,14
1904,North,930,97755,8
1025,North,1563,88783,6
1520,West,2209,147851,25
1782,North,1734,26472,23
1009,South,801,173452,11
1983,South,1920,123152,19
1377,East,1268,178352,13
1632,North,1904,172931,21
1636,South,943,199474,15
1681,West,3604,159334,28
1583,North,4855,162138,31
1151,South,3805,166626,18
1719,North,2038,27008,34
1048,West,4430,107851,42
1153,South,1831,100799,31
1858,East,569,36238,19
1292,East,3935,37153,39
1579,North,980,79353,19
1049,West,4594,72092,7
1663,South,3996,194224,34
1530,West,3293,69104,41
1611,South,3392,175355,12
1059,North,1698,197501,40
1166,South,2872,48887,5
1201,West,2392,197244,46
1856,West,2383,24355,15
1145,North,1297,53701,4
1914,West,517,192606,44
1675,South,543,91442,33
1969,North,654,32279,5
1992,South,3948,194563,32
1438,West,4580,140738,14
1241,North,1925,159333,14
1580,South,4820,155546,13
1686,West,4812,111414,38
1560,West,4139,48390,4
1482,East,4626,177997,25
1107,West,2392,102174,47
1225,South,1397,24787,16
1672,North,3924,63724,42
1630,East,1758,30663,46
1660,West,2515,167192,15
1976,West,2202,173812,34
1661,West,1373,153107,37
1431,South,1065,120271,22
1804,East,2518,87388,12
1654,South,2385,72335,32
1418,East,2623,63315,28
1987,North,2814,124922,45
1454,South,4912,66627,33
1159,South,4383,159375,33
1522,North,3692,69334,26
1649,East,2359,85700,14
1968,West,524,59726,8
1589,North,4003,50694,25
1076,West,4755,182325,2
1508,West,1637,175302,35
1440,North,1689,83545,46
1253,East,4596,167997,4
1920,West,3657,26033,19
1769,North,2867,82461,19
1319,South,4977,22665,4
1802,South,2241,47025,9
1262,South,4188,174605,15
1596,North,4246,196969,24
1657,South,1397,97661,43
1834,West,4523,140473,24
1553,South,1216,40998,29
1373,South,4467,81248,13
1636,West,4521,124493,21
1166,South,3715,43057,42
1936,West,890,99244,27
1752,South,4384,117031,29
1458,West,2199,132713,18
1998,South,3537,125887,37
1279,West,732,87173,41
1699,North,2426,58734,19
1301,West,3631,82072,34
1530,South,3806,114194,21
1579,South,3224,159741,14
1217,East,733,133272,10
1101,West,1891,87902,33
1553,North,3392,142247,23
1287,West,1755,169982,5
1166,West,3038,76959,16
1620,North,4190,116623,27
1035,West,1389,151438,30
1743,North,1245,68415,35
1740,North,2219,144716,8
1352,West,927,141209,9
1675,West,1231,29907,20
1898,South,1299,115825,33
1072,South,4797,52780,30
1647,East,1335,55085,28
1352,East,634,40426,42
1890,West,3038,199269,42
1069,North,4218,27485,10
1424,East,540,69527,32
1998,West,3867,144604,45
1707,East,2915,111005,0
1780,North,2540,78528,20
1560,West,4839,140631,22
1827,North,3449,47799,8
1641,West,4761,197411,0
1955,East,3966,167159,20
1516,South,3588,158518,21
1427,East,1615,114817,3
1538,East,3090,78260,0
1159,South,4073,165949,9
1148,South,3478,175795,14
1775,West,2947,32943,35
1229,West,1730,161378,28
1711,North,3166,187856,45
1561,North,4758,141401,4
1066,East,3094,171527,28
1811,South,3930,181046,46
1380,North,3417,47371,46
1057,East,3452,118746,26
1258,South,2495,121248,24
1341,West,4391,155008,15
1837,East,806,184238,15
1129,West,1862,45727,35
1726,North,2602,134000,24
1171,North,3530,83969,40
1769,South,832,179440,0
1613,East,3252,88531,4
1208,West,742,59097,40
1802,South,2384,186056,19
1353,North,1932,70859,4
1470,North,3050,195363,35
1797,East,802,173222,28
1115,West,4830,173133,47
1263,East,3609,180250,33
1661,West,2686,76790,47
1811,West,4790,85696,17
1441,East,2050,35648,1
1547,South,2292,81779,15
1452,East,1146,126371,28
1844,East,1212,56672,32
1476,North,1037,89109,15
1286,North,734,54593,34
1302,East,2896,164858,46
1310,East,2004,29815,42
1207,North,1874,173038,41
1617,West,2409,164866,16
1445,East,1415,182495,3
1669,South,4458,41302,3
1632,South,580,105140,24
1054,South,2583,178907,32
1911,East,3188,93356,13
1011,West,2190,69282,23
1656,West,1256,148451,10
1399,North,3170,141347,24
1907,East,4251,43814,27
1647,West,4052,175161,6
1979,East,967,183818,35
1514,North,1994,101673,9
1655,North,1519,71940,35
1541,North,1401,106796,30
1236,South,1172,56476,18
1278,East,938,177355,17
1347,North,4722,152841,5
1626,East,2576,62278,27
1103,South,944,198066,6
1629,South,1465,35634,37
1516,North,4290,146259,11
1979,North,963,162037,40
1871,West,2698,178638,33
1247,East,2787,72196,24
1363,North,4265,118679,16
1320,West,3676,199357,32
1632,East,4508,150861,22
1285,North,4004,39420,8
1148,West,1412,176308,5
1083,West,996,26218,1
1965,East,1963,144283,37
1405,West,4753,84057,8
1977,East,4767,98609,2
1455,East,993,162298,15
1742,East,1926,143108,24
1799,South,2192,30046,23
1160,West,2293,137462,46
1783,East,3223,129345,28
1459,North,1158,57117,43
1549,South,4962,149980,39
1499,South,1049,156037,25
1737,West,1142,37373,37
1508,East,4850,65452,34
1653,West,707,26654,22
1803,South,2997,182352,3
1480,East,4690,143319,41
1662,North,2383,125646,13
1113,East,3386,46583,46
1748,South,977,114242,38
1577,North,1261,157432,6
1360,East,689,73968,7
1340,North,1255,154815,41
1769,North,1946,158231,18
1986,South,2163,183223,1
1760,North,2335,151590,46
1968,West,4728,36652,0
1448,South,4650,133114,41
1842,West,4560,122489,37
1834,North,4112,193420,12
1179,West,2189,97001,41
1701,East,1816,144269,43
1406,North,3686,96757,23
1665,East,4520,44395,31
1195,West,4854,153407,29
1465,East,1645,121978,5
1310,North,4894,151572,37
1261,East,1060,144541,32
1418,West,2412,28083,43
1405,West,2364,126598,22
1938,West,796,156615,9
1142,North,2909,116171,45
1341,West,3136,140423,14
1315,North,1961,26613,22
1100,East,4792,130033,35
1243,West,2768,191612,0
1489,East,1494,96202,7
1011,South,507,177327,2
1238,East,3091,105666,13
