order_id,warehouse_id,processing_time_hours,shipping_time_hours,delivery_time_hours
O30828,W3,2,110,238
O30829,W4,47,83,189
O30830,W3,35,51,130
O30831,W3,7,54,163
O30832,W5,3,117,163
O30833,W3,29,99,65
O30834,W2,10,24,230
O30835,W5,5,68,149
O30836,W5,39,90,112
O30837,W4,28,41,141
O30838,W2,25,120,164
O30839,W3,27,63,140
O30840,W3,17,32,238
O30841,W5,13,118,90
O30842,W4,31,28,185
O30843,W1,7,103,216
O30844,W5,42,73,115
O30845,W4,47,43,85
O30846,W2,36,53,191
O30847,W3,6,51,232
O30848,W3,47,102,194
O30849,W4,30,30,203
O30850,W1,29,75,153
O30851,W1,17,25,185
O30852,W3,27,117,50
O30853,W2,25,88,106
O30854,W5,36,76,142
O30855,W1,33,87,231
O30856,W2,46,31,221
O30857,W1,28,33,98
O30858,W4,5,92,211
O30859,W1,4,96,121
O30860,W3,30,74,162
O30861,W2,14,38,222
O30862,W2,28,119,237
O30863,W2,34,70,122
O30864,W1,7,63,139
O30865,W5,8,88,212
O30866,W3,33,94,105
O30867,W4,13,84,100
O30868,W2,7,27,103
O30869,W1,33,44,84
O30870,W2,8,59,240
O30871,W4,29,33,59
O30872,W5,20,98,184
O30873,W3,1,28,220
O30874,W4,18,37,129
O30875,W5,36,99,132
O30876,W3,17,93,159
O30877,W3,11,72,60
O30878,W2,23,91,97
O30879,W3,10,53,213
O30880,W1,31,75,147
O30881,W3,3,76,186
O30882,W1,29,100,70
O30883,W2,24,37,98
O30884,W3,3,46,99
O30885,W4,25,40,60
O30886,W4,19,93,215
O30887,W1,5,115,127
O30888,W5,2,66,150
O30889,W4,8,66,176
O30890,W2,5,107,148
O30891,W3,5,42,135
O30892,W5,5,27,206
O30893,W3,7,40,83
O30894,W3,47,71,52
O30895,W2,18,103,103
O30896,W4,48,113,93
O30897,W5,32,83,183
O30898,W5,48,103,159
O30899,W2,22,68,125
O30900,W2,39,68,114
O30901,W1,31,109,187
O30902,W4,47,29,179
O30903,W5,8,74,167
O30904,W5,47,29,192
O30905,W4,24,67,226
O30906,W4,35,34,103
O30907,W4,40,57,132
O30908,W2,13,88,116
O30909,W1,22,78,192
O30910,W4,3,83,137
O30911,W3,47,27,139
O30912,W3,24,73,197
O30913,W4,42,94,119
O30914,W2,21,53,227
O30915,W4,3,106,130
O30916,W2,9,44,213
O30917,W3,30,81,185
O30918,W4,7,66,222
O30919,W5,33,87,237
O30920,W2,17,81,228
O30921,W3,12,87,187
O30922,W5,15,104,54
O30923,W2,4,106,126
O30924,W2,10,39,73
O30925,W3,25,77,194
O30926,W4,45,117,136
O30927,W5,3,114,226
O30928,W1,48,44,228
O30929,W2,46,26,65
O30930,W2,13,83,214
O30931,W3,5,26,85
O30932,W3,10,76,67
O30933,W5,26,72,224
O30934,W5,35,53,147
O30935,W5,22,88,192
O30936,W1,46,53,156
O30937,W2,20,97,188
O30938,W3,46,84,126
O30939,W5,43,29,89
O30940,W2,39,93,64
O30941,W5,46,48,173
O30942,W1,4,114,58
O30943,W1,22,92,196
O30944,W2,25,93,91
O30945,W4,38,91,83
O30946,W2,25,58,202
O30947,W5,5,33,219
O30948,W5,7,113,124
O30949,W2,16,58,104
O30950,W3,44,100,177
O30951,W4,42,120,105
O30952,W3,27,105,188
O30953,W1,6,59,70
O30954,W2,18,71,60
O30955,W3,17,55,111
O30956,W4,12,29,123
O30957,W4,4,95,55
O30958,W2,15,59,230
O30959,W1,18,35,148
O30960,W4,4,100,194
O30961,W5,42,61,198
O30962,W3,43,109,92
O30963,W3,37,78,117
O30964,W1,29,90,219
O30965,W1,38,77,206
O30966,W5,10,97,87
O30967,W4,1,58,111
O30968,W1,37,34,142
O30969,W5,44,87,155
O30970,W4,37,30,208
O30971,W3,27,116,117
O30972,W4,47,90,105
O30973,W5,10,67,129
O30974,W3,29,40,220
O30975,W1,25,51,122
O30976,W5,7,63,133
O30977,W5,30,46,238
O30978,W4,35,30,173
O30979,W3,37,91,90
O30980,W3,17,106,222
O30981,W2,31,44,136
O30982,W3,1,100,228
O30983,W2,48,24,152
O30984,W4,40,57,232
O30985,W5,29,81,56
O30986,W5,3,82,117
O30987,W3,41,52,199
O30988,W5,40,91,237
O30989,W1,7,120,93
O30990,W1,9,88,219
O30991,W5,8,47,60
O30992,W2,43,49,149
O30993,W4,10,78,178
O30994,W5,47,50,90
O30995,W2,10,87,221
O30996,W2,23,95,91
O30997,W2,33,57,74
O30998,W5,42,87,123
O30999,W5,27,58,218
O31000,W4,6,104,82
O31001,W1,26,29,70
O31002,W5,33,69,139
O31003,W4,35,53,191
O31004,W2,26,72,99
O31005,W5,19,101,98
O31006,W5,3,49,155
O31007,W2,37,62,184
O31008,W4,12,63,87
O31009,W5,20,37,166
O31010,W1,10,97,183
O31011,W2,32,38,157
O31012,W2,38,79,223
O31013,W5,42,42,185
O31014,W4,42,40,70
O31015,W5,12,29,136
O31016,W3,8,63,190
O31017,W4,35,40,74
O31018,W3,35,110,52
O31019,W2,47,78,182
O31020,W2,21,66,61
O31021,W2,4,34,106
O31022,W4,15,29,230
O31023,W2,16,106,148
O31024,W3,39,72,200
O31025,W4,42,117,184
O31026,W1,15,47,114
O31027,W5,11,59,140
O31028,W1,2,120,161
O31029,W1,15,114,123
O31030,W2,21,54,102
O31031,W3,13,119,98
O31032,W5,36,108,173
O31033,W5,44,37,177
O31034,W1,34,109,216
O31035,W1,40,103,86
O31036,W3,35,50,123
O31037,W4,27,92,68
O31038,W1,17,93,161
O31039,W2,11,59,49
O31040,W2,24,34,104
O31041,W4,15,27,64
O31042,W4,37,99,121
O31043,W1,14,61,202
O31044,W4,45,62,77
O31045,W4,10,112,217
O31046,W5,32,77,92
O31047,W3,26,76,217
O31048,W3,19,93,53
O31049,W1,4,95,159
O31050,W2,33,97,183
O31051,W5,2,51,83
O31052,W3,29,56,75
O31053,W1,33,32,82
O31054,W1,40,60,103
O31055,W5,19,98,134
O31056,W1,10,80,187
O31057,W4,39,112,48
O31058,W5,23,108,196
O31059,W1,27,115,79
O31060,W2,25,75,175
O31061,W5,3,52,111
O31062,W5,25,71,209
O31063,W1,29,61,79
O31064,W4,7,31,97
O31065,W3,4,35,139
O31066,W2,35,36,97
O31067,W1,32,29,210
O31068,W4,36,79,142
O31069,W1,27,36,58
O31070,W1,48,81,188
O31071,W2,7,72,208
O31072,W2,30,37,155
O31073,W1,1,44,80
O31074,W1,21,107,223
O31075,W3,36,27,79
O31076,W4,8,80,54
O31077,W2,48,120,191
O31078,W4,36,95,162
O31079,W4,34,113,112
O31080,W4,41,96,144
O31081,W3,20,40,193
O31082,W4,23,117,72
O31083,W3,37,46,214
O31084,W3,21,110,147
O31085,W2,22,88,182
O31086,W2,5,24,79
O31087,W3,17,44,66
O31088,W1,18,41,64
O31089,W3,8,25,107
O31090,W5,26,57,49
O31091,W1,14,34,185
O31092,W1,7,75,50
O31093,W2,44,74,93
O31094,W1,48,120,224
O31095,W5,28,72,167
O31096,W3,28,119,146
O31097,W5,32,80,222
O31098,W1,4,32,67
O31099,W3,47,69,213
O31100,W2,42,33,96
O31101,W5,41,67,196
O31102,W5,9,82,56
O31103,W2,28,63,124
O31104,W3,42,66,135
O31105,W4,16,56,85
O31106,W4,25,48,88
O31107,W3,1,75,77
O31108,W1,16,120,184
O31109,W4,9,59,128
O31110,W5,8,109,205
O31111,W5,28,88,226
O31112,W3,20,89,91
O31113,W4,30,48,157
O31114,W1,13,34,77
O31115,W3,42,32,93
O31116,W3,5,66,62
O31117,W3,26,74,211
O31118,W2,7,113,122
O31119,W4,31,33,111
O31120,W2,41,104,99
O31121,W2,42,40,85
O31122,W5,9,33,76
O31123,W3,48,54,130
O31124,W5,21,87,88
O31125,W5,18,54,234
O31126,W4,29,59,227
O31127,W3,6,40,66
O31128,W5,17,24,128
O31129,W1,13,68,69
O31130,W3,11,52,174
O31131,W2,10,29,110
O31132,W2,7,113,51
O31133,W2,34,72,197
O31134,W3,13,67,56
O31135,W3,36,43,119
O31136,W4,39,100,91
O31137,W3,7,81,100
O31138,W1,19,31,161
O31139,W4,6,115,170
O31140,W1,25,111,124
O31141,W4,41,53,162
O31142,W4,23,24,98
O31143,W3,10,35,121
O31144,W5,17,76,129
O31145,W2,18,111,188
O31146,W4,48,112,207
O31147,W3,26,49,162
O31148,W5,46,94,123
O31149,W4,33,63,119
O31150,W3,16,48,109
O31151,W5,14,103,221
O31152,W4,44,49,225
O31153,W1,31,84,88
O31154,W1,30,54,166
O31155,W5,1,26,178
O31156,W5,42,71,147
O31157,W4,14,95,108
O31158,W4,35,29,66
O31159,W5,32,76,193
O31160,W3,47,83,59
O31161,W3,35,84,235
O31162,W2,23,71,65
O31163,W3,7,112,130
O31164,W5,47,69,185
O31165,W5,47,119,122
O31166,W2,5,79,67
O31167,W4,11,101,153
O31168,W1,16,62,194
O31169,W2,42,80,142
O31170,W3,41,55,240
O31171,W5,19,64,53
O31172,W1,3,113,97
O31173,W4,5,56,75
O31174,W1,21,49,117
O31175,W4,41,29,167
O31176,W5,46,35,131
O31177,W1,6,101,131
O31178,W3,2,61,148
O31179,W2,25,113,159
O31180,W1,19,26,93
O31181,W2,28,34,76
O31182,W4,36,102,100
O31183,W4,32,51,103
O31184,W3,13,39,159
O31185,W3,32,112,172
O31186,W4,28,72,197
O31187,W1,39,53,90
O31188,W2,44,57,235
O31189,W4,22,70,218
O31190,W2,19,113,65
O31191,W2,26,68,167
O31192,W3,5,45,157
O31193,W2,14,25,176
O31194,W5,10,36,91
O31195,W5,4,76,55
O31196,W4,29,24,239
O31197,W5,16,80,202
O31198,W2,12,91,213
O31199,W2,5,45,152
O31200,W1,4,97,92
O31201,W1,22,39,166
O31202,W1,38,35,139
O31203,W4,14,89,216
O31204,W4,30,30,187
O31205,W3,40,52,107
O31206,W5,13,38,222
O31207,W5,41,42,234
O31208,W4,7,38,109
O31209,W1,17,85,225
O31210,W3,13,59,199
O31211,W4,44,45,119
O31212,W5,38,97,183
O31213,W4,16,60,233
O31214,W3,10,49,59
O31215,W4,22,45,66
O31216,W2,35,74,200
O31217,W1,23,87,134
O31218,W1,4,74,85
O31219,W3,19,48,118
O31220,W3,26,63,197
O31221,W4,33,113,156
O31222,W5,2,66,198
O31223,W2,22,85,217
O31224,W5,42,109,142
O31225,W2,46,95,235
O31226,W4,40,76,161
O31227,W2,20,29,204
O31228,W4,44,98,62
O31229,W1,3,51,216
O31230,W5,13,104,79
O31231,W2,23,105,51
O31232,W3,18,91,82
O31233,W3,14,81,128
O31234,W2,13,28,52
O31235,W3,22,61,136
O31236,W2,7,58,163
O31237,W3,24,64,213
O31238,W2,11,43,90
O31239,W3,32,48,213
O31240,W5,33,96,212
O31241,W5,47,82,197
O31242,W3,8,53,86
O31243,W5,15,104,68
O31244,W1,29,66,194
O31245,W2,13,101,238
O31246,W2,21,110,90
O31247,W5,3,52,180
O31248,W2,13,100,51
O31249,W3,16,74,224
O31250,W4,20,105,55
O31251,W1,25,103,120
O31252,W4,7,81,107
O31253,W5,18,103,57
O31254,W4,17,50,172
O31255,W1,48,34,85
O31256,W3,44,61,164
O31257,W2,15,116,72
O31258,W3,1,24,94
O31259,W4,34,114,220
O31260,W5,21,100,198
O31261,W3,37,79,234
O31262,W5,35,42,174
O31263,W1,5,108,154
O31264,W1,47,58,72
O31265,W5,31,53,106
O31266,W5,10,109,217
O31267,W3,37,28,50
O31268,W1,13,27,121
O31269,W4,19,106,50
O31270,W4,45,93,230
O31271,W3,15,104,61
O31272,W4,29,112,237
O31273,W4,27,98,103
O31274,W2,10,40,90
O31275,W1,34,115,210
O31276,W1,29,60,116
O31277,W3,32,103,67
O31278,W5,31,32,229
O31279,W4,10,76,216
O31280,W5,1,80,198
O31281,W1,31,29,59
O31282,W2,46,94,53
O31283,W4,4,77,209
O31284,W1,12,119,56
O31285,W4,13,103,174
O31286,W5,20,69,103
O31287,W5,1,39,123
O31288,W5,27,71,240
O31289,W5,28,59,141
O31290,W2,12,108,239
O31291,W5,7,30,197
O31292,W3,24,37,83
O31293,W5,4,76,156
O31294,W4,27,86,125
O31295,W4,1,57,180
O31296,W5,29,85,137
O31297,W1,15,72,223
O31298,W1,47,87,60
O31299,W1,8,37,90
O31300,W1,29,46,221
O31301,W3,44,93,229
O31302,W2,8,66,139
O31303,W4,5,41,98
O31304,W3,33,120,140
O31305,W4,19,31,134
O31306,W2,41,87,159
O31307,W3,10,106,78
O31308,W3,20,99,60
O31309,W2,38,115,59
O31310,W3,16,99,76
O31311,W2,6,96,233
O31312,W2,22,52,220
O31313,W4,1,106,109
O31314,W2,42,68,73
O31315,W3,30,37,176
O31316,W2,48,112,60
O31317,W3,18,73,214
O31318,W3,32,34,88
O31319,W5,47,61,60
O31320,W3,33,25,177
O31321,W1,23,94,138
O31322,W2,47,63,96
O31323,W3,46,74,70
O31324,W2,2,95,118
O31325,W2,44,98,219
O31326,W4,29,24,169
O31327,W5,18,110,93
O31328,W5,37,119,115
O31329,W3,26,32,118
O31330,W4,47,94,230
O31331,W3,47,37,158
O31332,W3,2,89,63
O31333,W5,19,84,219
O31334,W2,2,87,66
O31335,W1,30,95,48
O31336,W2,6,51,98
O31337,W3,27,93,81
O31338,W2,40,93,91
O31339,W5,41,43,68
O31340,W2,7,82,144
O31341,W5,9,75,126
O31342,W1,29,53,81
O31343,W4,35,46,219
O31344,W1,33,97,127
O31345,W2,9,56,197
O31346,W2,10,95,68
O31347,W2,22,43,198
O31348,W3,41,71,83
O31349,W5,34,30,67
O31350,W2,26,47,73
O31351,W2,37,74,153
O31352,W5,42,100,159
O31353,W1,15,43,207
O31354,W3,24,57,212
O31355,W1,1,26,143
O31356,W1,19,88,205
O31357,W4,34,103,209
O31358,W4,3,108,79
O31359,W2,48,115,186
O31360,W4,4,40,146
O31361,W5,39,63,215
O31362,W1,39,109,86
O31363,W2,26,94,142
O31364,W2,3,94,155
O31365,W3,27,60,230
O31366,W2,31,115,104
O31367,W2,28,120,86
O31368,W4,27,25,64
O31369,W1,21,108,154
O31370,W4,16,52,54
O31371,W4,41,45,87
O31372,W1,36,104,139
O31373,W2,39,72,133
O31374,W5,16,92,57
O31375,W2,3,78,178
O31376,W4,35,30,170
O31377,W2,32,93,80
O31378,W3,47,47,48
O31379,W3,35,71,191
O31380,W5,13,78,166
O31381,W4,33,49,117
O31382,W3,37,76,105
O31383,W1,29,102,206
O31384,W1,2,55,136
O31385,W1,15,38,100
O31386,W5,9,117,106
O31387,W4,3,34,111
O31388,W3,10,29,178
O31389,W1,5,47,161
O31390,W3,46,64,84
O31391,W1,23,79,84
O31392,W4,28,44,197
O31393,W3,10,118,61
O31394,W4,33,120,231
O31395,W2,27,111,214
O31396,W2,17,93,179
O31397,W4,6,98,135
O31398,W2,10,120,206
O31399,W2,1,27,214
O31400,W3,36,82,188
O31401,W5,39,101,183
O31402,W4,48,101,96
O31403,W4,14,113,130
O31404,W4,23,104,191
O31405,W1,26,108,239
O31406,W4,18,26,110
O31407,W4,2,80,149
O31408,W1,25,114,136
O31409,W3,5,102,207
O31410,W2,24,73,152
O31411,W1,29,81,207
O31412,W5,40,90,218
O31413,W1,28,64,138
O31414,W1,11,71,207
O31415,W5,42,66,160
O31416,W4,10,116,158
O31417,W2,13,50,108
O31418,W4,28,103,178
O31419,W5,29,70,237
O31420,W2,3,32,193
O31421,W4,19,99,237
O31422,W2,23,86,230
O31423,W2,6,31,115
O31424,W3,47,44,229
O31425,W4,48,94,76
O31426,W5,2,92,150
O31427,W3,1,92,200
O31428,W5,19,34,204
O31429,W5,12,54,98
O31430,W4,15,33,217
O31431,W5,44,67,208
O31432,W3,5,74,184
O31433,W4,42,64,204
O31434,W2,37,90,72
O31435,W3,5,98,56
O31436,W2,13,101,147
O31437,W1,48,43,216
O31438,W2,21,57,108
O31439,W5,12,58,210
O31440,W5,1,99,112
O31441,W2,19,24,201
O31442,W5,5,101,184
O31443,W1,16,61,60
O31444,W4,43,95,138
O31445,W3,23,51,104
O31446,W3,39,85,167
O31447,W4,21,34,131
O31448,W2,40,59,138
O31449,W5,14,74,67
O31450,W4,18,44,220
O31451,W5,7,103,200
O31452,W5,28,82,218
O31453,W2,16,69,123
O31454,W2,42,49,168
O31455,W2,8,84,74
O31456,W3,47,39,142
O31457,W4,15,75,122
O31458,W2,40,49,59
O31459,W2,22,107,55
O31460,W2,38,58,222
O31461,W3,2,55,239
O31462,W1,20,38,203
O31463,W3,25,28,146
O31464,W5,14,40,51
O31465,W2,48,95,112
O31466,W1,10,44,206
O31467,W1,44,97,233
O31468,W4,8,72,74
O31469,W4,33,55,240
O31470,W1,17,112,240
O31471,W3,41,109,147
O31472,W3,9,52,171
O31473,W1,30,56,142
O31474,W2,17,37,162
O31475,W1,20,53,63
O31476,W5,9,93,165
O31477,W4,1,118,107
O31478,W4,36,41,194
O31479,W1,13,80,103
O31480,W1,36,74,165
O31481,W5,2,103,100
O31482,W3,26,53,79
O31483,W4,40,110,110
O31484,W3,2,33,118
O31485,W4,42,96,82
O31486,W2,36,30,94
O31487,W4,13,75,123
O31488,W3,48,92,204
O31489,W2,14,29,182
O31490,W5,37,24,82
O31491,W4,26,81,186
O31492,W1,11,84,238
O31493,W4,41,69,218
O31494,W1,22,24,71
O31495,W4,17,41,117
O31496,W2,23,106,197
O31497,W3,45,73,212
O31498,W5,37,74,180
O31499,W2,34,35,131
O31500,W3,23,88,219
O31501,W4,24,45,104
O31502,W5,17,118,225
O31503,W2,34,99,51
O31504,W3,44,74,210
O31505,W2,5,105,208
O31506,W5,8,84,140
O31507,W3,15,118,181
O31508,W2,3,53,228
O31509,W2,6,30,174
O31510,W5,17,109,188
O31511,W2,17,86,107
O31512,W2,4,89,219
O31513,W5,13,25,184
O31514,W1,7,80,238
O31515,W5,28,56,50
O31516,W4,36,82,199
O31517,W3,47,63,129
O31518,W5,34,34,83
O31519,W2,20,73,187
O31520,W2,21,101,124
O31521,W4,24,77,135
O31522,W2,44,63,240
O31523,W4,27,120,226
O31524,W1,31,75,109
O31525,W3,48,33,236
O31526,W2,35,86,67
O31527,W1,39,33,48
O31528,W1,38,100,101
O31529,W2,33,110,233
O31530,W1,13,69,101
O31531,W2,3,91,141
O31532,W4,31,114,206
O31533,W4,20,68,239
O31534,W1,28,36,82
O31535,W5,11,115,197
O31536,W2,39,114,99
O31537,W2,39,110,219
O31538,W3,29,118,93
O31539,W4,2,114,49
O31540,W4,9,57,231
O31541,W3,4,47,218
O31542,W2,17,59,90
O31543,W2,34,100,116
O31544,W4,11,32,236
O31545,W5,14,66,107
O31546,W1,28,71,132
O31547,W1,26,82,162
O31548,W2,37,47,181
O31549,W5,39,68,221
O31550,W4,20,47,112
O31551,W4,33,110,102
O31552,W3,29,47,209
O31553,W1,48,75,96
O31554,W5,34,104,109
O31555,W3,7,84,238
O31556,W3,9,98,53
O31557,W3,41,100,56
O31558,W3,19,82,93
O31559,W4,20,71,125
O31560,W4,35,83,84
O31561,W4,22,30,139
O31562,W2,5,41,170
O31563,W3,35,88,62
O31564,W1,21,103,69
O31565,W1,35,45,212
O31566,W2,28,83,196
O31567,W2,38,97,93
O31568,W4,21,47,167
O31569,W2,22,41,185
O31570,W3,30,41,113
O31571,W4,4,102,81
O31572,W4,9,37,64
O31573,W1,10,82,237
O31574,W5,19,71,75
O31575,W4,33,26,82
O31576,W2,41,88,120
O31577,W2,8,101,161
O31578,W5,14,68,193
O31579,W3,47,31,101
O31580,W4,11,93,91
O31581,W1,40,120,154
O31582,W5,38,83,56
O31583,W4,6,79,53
O31584,W2,48,28,58
O31585,W3,34,38,143
O31586,W2,23,33,206
O31587,W5,26,28,87
O31588,W2,12,40,176
O31589,W1,9,93,68
O31590,W3,43,31,67
O31591,W1,19,43,164
O31592,W1,40,83,137
O31593,W5,25,60,152
O31594,W2,42,102,92
O31595,W4,18,108,90
O31596,W1,16,51,202
O31597,W3,10,79,124
O31598,W3,21,51,68
O31599,W3,25,49,156
O31600,W4,15,53,122
O31601,W2,6,120,125
O31602,W3,34,100,83
O31603,W1,17,97,119
O31604,W3,40,78,113
O31605,W5,9,83,208
O31606,W1,26,68,175
O31607,W1,7,66,190
O31608,W4,9,46,127
O31609,W5,21,102,223
O31610,W4,43,30,214
O31611,W1,24,65,78
O31612,W4,10,63,87
O31613,W3,1,35,110
O31614,W2,13,112,76
O31615,W1,26,89,176
O31616,W2,32,98,160
O31617,W4,41,31,86
O31618,W2,28,67,172
O31619,W2,3,85,197
O31620,W4,3,49,173
O31621,W4,9,88,194
O31622,W3,17,94,59
O31623,W2,15,52,141
O31624,W4,4,105,131
O31625,W3,18,33,240
O31626,W5,30,106,115
O31627,W5,37,108,182
O31628,W2,34,77,200
O31629,W2,27,81,165
O31630,W4,18,68,56
O31631,W4,33,85,59
O31632,W4,10,119,120
O31633,W1,21,39,124
O31634,W1,48,26,67
O31635,W1,14,102,192
O31636,W2,31,112,105
O31637,W5,21,116,143
O31638,W1,15,40,190
O31639,W1,37,77,56
O31640,W5,46,25,225
O31641,W1,17,104,77
O31642,W5,4,44,157
O31643,W4,10,51,188
O31644,W4,38,56,67
O31645,W1,10,40,93
O31646,W4,18,108,79
O31647,W1,19,37,235
O31648,W4,34,31,116
O31649,W3,14,108,145
O31650,W2,14,109,187
O31651,W5,10,116,164
O31652,W1,14,49,138
O31653,W4,10,45,105
O31654,W1,40,70,145
O31655,W4,11,75,191
O31656,W3,18,43,77
O31657,W5,44,47,214
O31658,W5,21,48,130
O31659,W3,17,79,177
O31660,W4,46,53,87
O31661,W3,33,101,54
O31662,W1,13,53,95
O31663,W4,10,58,84
O31664,W1,27,95,210
O31665,W1,34,35,195
O31666,W2,29,98,220
O31667,W2,16,118,78
O31668,W1,5,118,60
O31669,W3,5,112,86
O31670,W5,7,117,203
O31671,W3,45,92,60
O31672,W3,32,109,215
O31673,W1,38,82,128
O31674,W1,30,64,108
O31675,W1,30,117,116
O31676,W5,26,66,63
O31677,W2,1,52,53
O31678,W5,33,83,152
O31679,W1,15,77,227
O31680,W5,8,62,94
O31681,W1,6,59,224
O31682,W5,15,101,157
O31683,W2,47,107,219
O31684,W3,14,76,138
O31685,W5,30,65,72
O31686,W2,30,101,150
O31687,W3,31,64,192
O31688,W5,22,76,104
O31689,W1,6,36,125
O31690,W4,25,112,128
O31691,W2,3,110,102
O31692,W2,28,53,199
O31693,W1,25,24,161
O31694,W5,23,84,138
O31695,W1,19,86,223
O31696,W4,33,38,141
O31697,W3,40,111,157
O31698,W1,43,63,180
O31699,W5,11,67,145
O31700,W1,2,81,226
O31701,W2,42,50,193
O31702,W4,29,98,152
O31703,W3,22,102,205
O31704,W1,12,110,123
O31705,W5,44,82,231
O31706,W1,8,77,179
O31707,W1,7,45,133
O31708,W3,44,79,211
O31709,W1,34,32,56
O31710,W1,38,93,184
O31711,W3,43,112,102
O31712,W4,40,93,98
O31713,W1,13,80,86
O31714,W1,31,69,226
O31715,W3,44,28,214
O31716,W5,48,41,158
O31717,W2,30,83,147
O31718,W1,32,88,183
O31719,W4,48,92,74
O31720,W5,43,87,216
O31721,W3,20,93,233
O31722,W2,16,93,163
O31723,W4,26,50,129
O31724,W3,17,25,230
O31725,W3,20,79,147
O31726,W5,26,115,54
O31727,W3,44,68,202
O31728,W1,2,101,117
O31729,W5,11,86,126
O31730,W2,42,62,182
O31731,W4,21,30,104
O31732,W3,46,36,50
O31733,W2,13,97,94
O31734,W3,26,33,65
O31735,W1,39,97,150
O31736,W5,6,94,66
O31737,W2,21,30,219
O31738,W3,7,56,141
O31739,W4,14,49,163
O31740,W5,31,29,77
O31741,W5,33,50,191
O31742,W4,45,101,96
O31743,W3,31,35,193
O31744,W1,28,53,83
O31745,W1,40,67,216
O31746,W5,15,110,52
O31747,W2,38,33,224
O31748,W2,44,76,96
O31749,W4,30,100,170
O31750,W3,8,72,163
O31751,W4,7,37,182
O31752,W1,12,109,67
O31753,W4,9,43,189
O31754,W5,14,34,175
O31755,W1,48,103,146
O31756,W5,31,77,182
O31757,W2,48,78,118
O31758,W1,40,78,220
O31759,W1,24,30,155
O31760,W1,44,102,73
O31761,W5,39,60,174
O31762,W4,22,25,224
O31763,W5,32,83,134
O31764,W4,23,84,117
O31765,W4,31,115,87
O31766,W4,39,42,72
O31767,W3,5,76,153
O31768,W3,44,90,80
O31769,W5,18,98,57
O31770,W3,3,95,234
O31771,W5,24,111,171
O31772,W4,22,35,181
O31773,W5,35,111,113
O31774,W1,41,31,139
O31775,W3,22,71,141
O31776,W1,23,76,173
O31777,W2,33,75,178
O31778,W5,24,68,114
O31779,W4,40,41,210
O31780,W1,23,44,84
O31781,W4,28,71,133
O31782,W4,1,29,239
O31783,W1,47,77,137
O31784,W2,11,64,212
O31785,W5,37,94,185
O31786,W2,15,90,78
O31787,W2,37,117,160
O31788,W5,17,40,221
O31789,W1,38,77,195
O31790,W5,36,25,238
O31791,W4,29,59,207
O31792,W3,12,24,192
O31793,W1,17,120,122
O31794,W2,13,36,116
O31795,W5,47,116,53
O31796,W4,19,59,171
O31797,W1,18,63,120
O31798,W1,4,111,214
O31799,W1,27,84,94
O31800,W3,2,39,200
O31801,W1,2,38,215
O31802,W1,22,94,238
O31803,W1,5,84,176
O31804,W5,3,55,227
O31805,W3,20,89,114
O31806,W3,29,44,127
O31807,W2,36,113,55
O31808,W2,28,112,76
O31809,W3,20,86,134
O31810,W3,5,31,170
O31811,W1,20,72,68
O31812,W1,25,97,123
O31813,W3,32,63,79
O31814,W1,3,95,180
O31815,W3,46,28,174
O31816,W1,28,32,189
O31817,W3,7,120,63
O31818,W5,11,70,105
O31819,W2,38,118,170
O31820,W1,25,38,108
O31821,W2,29,60,170
O31822,W5,30,46,70
O31823,W1,43,105,182
O31824,W5,18,118,175
O31825,W5,25,73,164
O31826,W4,12,31,151
O31827,W5,33,80,141
O31828,W3,15,52,174
O31829,W5,35,24,54
O31830,W3,4,105,199
O31831,W2,43,118,228
O31832,W4,2,80,71
O31833,W2,1,119,76
O31834,W3,29,38,235
O31835,W3,37,118,63
O31836,W4,44,47,121
O31837,W4,34,31,120
O31838,W5,6,52,228
O31839,W2,45,117,64
O31840,W3,36,32,176
O31841,W5,15,36,164
O31842,W4,47,45,168
O31843,W5,43,55,141
O31844,W1,16,47,188
O31845,W1,7,59,92
O31846,W4,32,41,116
O31847,W1,22,32,184
O31848,W2,30,51,152
O31849,W5,8,95,167
O31850,W1,32,89,68
O31851,W1,33,39,233
O31852,W4,15,43,105
O31853,W2,20,57,138
O31854,W4,33,119,89
O31855,W2,3,35,72
O31856,W3,10,43,227
O31857,W2,20,36,155
O31858,W1,36,74,178
O31859,W1,16,29,206
O31860,W4,43,48,219
O31861,W5,29,51,96
O31862,W4,10,79,160
O31863,W3,1,40,127
O31864,W4,43,69,105
O31865,W4,4,82,210
O31866,W3,39,49,222
O31867,W4,46,92,188
O31868,W5,2,114,193
O31869,W3,11,53,183
O31870,W3,21,38,160
O31871,W3,5,102,164
O31872,W3,45,27,221
O31873,W1,44,62,229
O31874,W3,37,67,184
O31875,W5,40,76,137
O31876,W1,15,94,197
O31877,W4,6,107,119
O31878,W2,17,97,138
O31879,W4,30,85,236
O31880,W2,15,34,108
O31881,W4,17,106,71
O31882,W1,44,83,208
O31883,W3,3,44,113
O31884,W5,40,91,239
O31885,W3,2,48,226
O31886,W2,21,69,176
O31887,W3,23,66,63
O31888,W3,48,35,97
O31889,W3,25,113,61
O31890,W2,35,67,95
O31891,W5,10,99,205
O31892,W3,37,94,231
O31893,W2,44,119,150
O31894,W1,41,28,234
O31895,W2,17,44,138
O31896,W4,34,48,209
O31897,W3,33,94,181
O31898,W5,10,95,121
O31899,W3,31,66,94
O31900,W4,39,99,156
O31901,W1,3,43,201
