order_id,product_id,customer_id,quantity
O25011,P325,C240,2
O25012,P109,C233,3
O25013,P312,C1197,5
O25014,P13,C1555,5
O25015,P100,C1349,5
O25016,P346,C1719,1
O25017,P108,C923,1
O25018,P236,C673,3
O25019,P352,C1673,2
O25020,P208,C122,1
O25021,P271,C749,3
O25022,P198,C167,5
O25023,P458,C1370,1
O25024,P349,C1360,2
O25025,P150,C586,1
O25026,P20,C1124,5
O25027,P210,C508,3
O25028,P264,C69,2
O25029,P1,C517,4
O25030,P254,C1672,5
O25031,P189,C1618,5
O25032,P105,C223,5
O25033,P408,C412,1
O25034,P45,C1631,4
O25035,P109,C1874,1
O25036,P12,C1778,1
O25037,P157,C1023,2
O25038,P70,C264,5
O25039,P129,C1568,1
O25040,P440,C137,2
O25041,P54,C993,2
O25042,P404,C75,5
O25043,P247,C1140,3
O25044,P281,C290,4
O25045,P468,C1224,3
O25046,P330,C1133,3
O25047,P325,C1195,4
O25048,P440,C377,2
O25049,P176,C1954,4
O25050,P455,C790,5
O25051,P194,C414,4
O25052,P286,C1658,2
O25053,P451,C641,3
O25054,P438,C983,1
O25055,P335,C287,1
O25056,P434,C345,3
O25057,P366,C1193,4
O25058,P182,C692,4
O25059,P125,C448,5
O25060,P12,C800,1
O25061,P12,C753,2
O25062,P422,C1885,1
O25063,P111,C1471,3
O25064,P219,C1063,5
O25065,P80,C1863,4
O25066,P496,C1032,1
O25067,P318,C1607,2
O25068,P170,C1334,5
O25069,P480,C796,3
O25070,P329,C1524,3
O25071,P313,C1800,1
O25072,P303,C1548,5
O25073,P90,C530,3
O25074,P115,C1299,3
O25075,P171,C529,4
O25076,P463,C150,3
O25077,P246,C1257,4
O25078,P266,C1474,5
O25079,P250,C940,1
O25080,P471,C1339,3
O25081,P129,C1313,1
O25082,P264,C1277,1
O25083,P387,C434,3
O25084,P41,C1467,5
O25085,P436,C1355,3
O25086,P342,C352,1
O25087,P467,C1857,2
O25088,P314,C1416,4
O25089,P285,C1007,5
O25090,P496,C678,4
O25091,P133,C585,5
O25092,P1,C1715,5
O25093,P276,C1863,3
O25094,P24,C640,1
O25095,P128,C1825,1
O25096,P21,C618,3
O25097,P336,C1623,4
O25098,P459,C819,2
O25099,P118,C1337,3
O25100,P261,C358,4
O25101,P29,C546,4
O25102,P417,C1181,4
O25103,P189,C1445,3
O25104,P297,C1792,1
O25105,P470,C18,4
O25106,P227,C261,2
O25107,P235,C980,5
O25108,P460,C658,2
O25109,P446,C309,5
O25110,P22,C1066,5
O25111,P446,C314,5
O25112,P336,C1373,1
O25113,P23,C1313,1
O25114,P485,C1098,5
O25115,P500,C157,5
O25116,P370,C1184,1
O25117,P192,C949,3
O25118,P40,C84,3
O25119,P118,C960,4
O25120,P334,C467,2
O25121,P108,C821,4
O25122,P295,C1982,2
O25123,P63,C732,3
O25124,P422,C809,2
O25125,P140,C729,1
O25126,P449,C1459,5
O25127,P311,C712,2
O25128,P332,C1558,4
O25129,P481,C800,5
O25130,P416,C794,3
O25131,P341,C1817,2
O25132,P234,C1263,1
O25133,P445,C1474,1
O25134,P328,C432,1
O25135,P354,C678,5
O25136,P240,C472,1
O25137,P143,C152,1
O25138,P318,C189,3
O25139,P187,C209,4
O25140,P490,C1869,3
O25141,P410,C261,2
O25142,P173,C602,5
O25143,P219,C1481,1
O25144,P420,C294,2
O25145,P121,C724,3
O25146,P445,C776,5
O25147,P3,C832,4
O25148,P457,C98,3
O25149,P72,C684,3
O25150,P161,C267,3
O25151,P476,C574,4
O25152,P84,C1091,3
O25153,P38,C1231,4
O25154,P152,C247,5
O25155,P27,C619,4
O25156,P253,C732,5
O25157,P460,C1607,2
O25158,P144,C1797,1
O25159,P275,C1423,4
O25160,P138,C932,2
O25161,P316,C430,2
O25162,P360,C1192,1
O25163,P470,C264,5
O25164,P199,C847,2
O25165,P386,C87,2
O25166,P268,C1044,5
O25167,P449,C1049,3
O25168,P144,C475,3
O25169,P430,C1534,1
O25170,P90,C152,3
O25171,P499,C512,1
O25172,P328,C803,3
O25173,P207,C1721,4
O25174,P457,C1962,5
O25175,P195,C87,2
O25176,P426,C1937,5
O25177,P143,C1006,1
O25178,P349,C1547,3
O25179,P109,C37,2
O25180,P246,C1032,3
O25181,P174,C201,1
O25182,P237,C1368,3
O25183,P150,C1599,2
O25184,P65,C1852,2
O25185,P425,C1264,1
O25186,P249,C48,2
O25187,P163,C916,3
O25188,P58,C1731,3
O25189,P298,C278,5
O25190,P281,C23,5
O25191,P135,C123,5
O25192,P490,C396,5
O25193,P266,C178,4
O25194,P170,C343,4
O25195,P9,C1413,4
O25196,P2,C1132,4
O25197,P159,C1287,2
O25198,P497,C545,2
O25199,P460,C85,3
O25200,P458,C1601,2
O25201,P288,C1581,5
O25202,P254,C808,4
O25203,P77,C822,1
O25204,P363,C1048,2
O25205,P255,C1954,1
O25206,P318,C672,3
O25207,P217,C1461,3
O25208,P41,C1811,2
O25209,P27,C1658,2
O25210,P68,C1862,1
O25211,P137,C1359,1
O25212,P263,C557,2
O25213,P198,C1281,3
O25214,P272,C1181,1
O25215,P364,C1294,1
O25216,P441,C1435,2
O25217,P8,C71,5
O25218,P18,C1246,2
O25219,P478,C500,3
O25220,P449,C1052,2
O25221,P101,C1788,5
O25222,P208,C1100,1
O25223,P11,C815,3
O25224,P487,C1344,3
O25225,P321,C116,2
O25226,P158,C1666,4
O25227,P35,C1330,3
O25228,P64,C1731,1
O25229,P334,C1288,1
O25230,P164,C583,1
O25231,P65,C1850,4
O25232,P301,C1105,3
O25233,P218,C1528,5
O25234,P240,C6,5
O25235,P18,C260,5
O25236,P493,C714,5
O25237,P386,C635,3
O25238,P402,C1908,1
O25239,P349,C537,4
O25240,P9,C91,1
O25241,P436,C1622,1
O25242,P327,C710,4
O25243,P176,C1346,1
O25244,P28,C259,2
O25245,P192,C1235,5
O25246,P158,C783,4
O25247,P132,C957,5
O25248,P412,C753,4
O25249,P155,C713,4
O25250,P192,C1318,4
O25251,P62,C335,1
O25252,P29,C1571,1
O25253,P438,C750,1
O25254,P242,C1690,2
O25255,P243,C223,4
O25256,P448,C1365,3
O25257,P71,C1776,3
O25258,P473,C1083,1
O25259,P173,C1009,4
O25260,P387,C614,4
O25261,P306,C1768,2
O25262,P196,C1395,3
O25263,P88,C1710,5
O25264,P480,C473,2
O25265,P408,C1028,1
O25266,P361,C1862,2
O25267,P438,C981,4
O25268,P235,C965,1
O25269,P303,C1591,5
O25270,P129,C1734,5
O25271,P372,C571,2
O25272,P416,C1483,1
O25273,P229,C102,4
O25274,P262,C1271,5
O25275,P355,C169,5
O25276,P134,C1411,5
O25277,P315,C1213,1
O25278,P309,C407,4
O25279,P341,C233,4
O25280,P110,C1854,4
O25281,P266,C1082,1
O25282,P461,C1293,3
O25283,P332,C187,3
O25284,P461,C838,2
O25285,P371,C879,3
O25286,P201,C1942,1
O25287,P411,C1981,3
O25288,P172,C270,2
O25289,P211,C1118,1
O25290,P418,C1997,5
O25291,P106,C286,5
O25292,P20,C634,4
O25293,P179,C1807,3
O25294,P489,C917,3
O25295,P319,C1003,1
O25296,P188,C1155,3
O25297,P89,C976,5
O25298,P5,C317,1
O25299,P16,C41,2
O25300,P363,C369,4
O25301,P77,C290,1
O25302,P58,C829,2
O25303,P477,C1177,4
O25304,P319,C305,5
O25305,P346,C1973,2
O25306,P32,C94,2
O25307,P152,C1767,4
O25308,P49,C1319,3
O25309,P489,C759,2
O25310,P75,C24,1
O25311,P148,C1421,4
O25312,P343,C1085,1
O25313,P230,C153,4
O25314,P255,C844,5
O25315,P354,C1408,5
O25316,P248,C936,1
O25317,P314,C1576,3
O25318,P284,C145,1
O25319,P125,C873,2
O25320,P127,C139,1
O25321,P80,C407,1
O25322,P8,C1743,4
O25323,P248,C1276,1
O25324,P266,C1703,3
O25325,P85,C881,3
O25326,P333,C960,3
O25327,P448,C920,5
O25328,P206,C2,1
O25329,P145,C1691,2
O25330,P268,C782,3
O25331,P483,C51,1
O25332,P288,C1462,1
O25333,P339,C748,3
O25334,P234,C149,5
O25335,P344,C1165,1
O25336,P111,C1406,4
O25337,P451,C869,3
O25338,P53,C427,5
O25339,P482,C1173,3
O25340,P427,C1002,4
O25341,P117,C54,3
O25342,P402,C1630,1
O25343,P133,C479,5
O25344,P185,C1000,3
O25345,P365,C1003,3
O25346,P449,C1104,4
O25347,P64,C571,2
O25348,P359,C1438,5
O25349,P28,C499,1
O25350,P435,C1366,5
O25351,P6,C1252,3
O25352,P238,C96,1
O25353,P89,C1263,5
O25354,P448,C938,3
O25355,P15,C1854,5
O25356,P331,C1617,3
O25357,P309,C856,5
O25358,P292,C1653,1
O25359,P388,C414,2
O25360,P465,C1904,5
O25361,P248,C1566,4
O25362,P197,C1206,2
O25363,P420,C1324,2
O25364,P59,C1138,2
O25365,P310,C628,5
O25366,P258,C532,3
O25367,P201,C771,4
O25368,P49,C1279,2
O25369,P85,C1878,5
O25370,P73,C653,5
O25371,P215,C1911,3
O25372,P74,C1841,1
O25373,P466,C1864,5
O25374,P174,C92,1
O25375,P3,C745,1
O25376,P274,C1974,5
O25377,P442,C689,4
O25378,P179,C682,1
O25379,P364,C1726,3
O25380,P377,C1678,3
O25381,P488,C590,3
O25382,P367,C1656,4
O25383,P65,C975,5
O25384,P72,C1479,3
O25385,P373,C383,1
O25386,P365,C357,2
O25387,P339,C1939,5
O25388,P67,C1939,1
O25389,P169,C655,3
O25390,P121,C715,1
O25391,P366,C1833,1
O25392,P326,C87,2
O25393,P425,C1727,5
O25394,P127,C1943,1
O25395,P319,C468,2
O25396,P317,C755,5
O25397,P109,C267,2
O25398,P494,C1723,2
O25399,P21,C290,4
O25400,P10,C637,1
O25401,P160,C1517,5
O25402,P181,C277,1
O25403,P418,C1304,5
O25404,P405,C133,2
O25405,P252,C1846,3
O25406,P161,C1847,3
O25407,P397,C1369,1
O25408,P357,C1385,2
O25409,P231,C1387,2
O25410,P489,C253,3
O25411,P59,C465,5
O25412,P179,C1854,5
O25413,P16,C1560,1
O25414,P357,C328,4
O25415,P24,C517,3
O25416,P229,C517,5
O25417,P405,C1915,1
O25418,P4,C226,4
O25419,P87,C1348,2
O25420,P132,C545,4
O25421,P404,C1803,4
O25422,P279,C1533,2
O25423,P479,C913,3
O25424,P35,C1735,5
O25425,P420,C989,2
O25426,P107,C1266,2
O25427,P455,C617,2
O25428,P37,C1194,2
O25429,P383,C1850,1
O25430,P219,C395,5
O25431,P457,C387,5
O25432,P364,C654,1
O25433,P75,C587,4
O25434,P401,C1004,1
O25435,P29,C1302,3
O25436,P403,C1646,4
O25437,P346,C1942,4
O25438,P405,C616,5
O25439,P124,C1861,5
O25440,P381,C321,2
O25441,P331,C1655,3
O25442,P51,C1182,4
O25443,P405,C500,5
O25444,P479,C1901,2
O25445,P65,C290,2
O25446,P189,C1121,5
O25447,P136,C1112,4
O25448,P481,C1635,4
O25449,P422,C141,1
O25450,P288,C1228,4
O25451,P464,C883,2
O25452,P336,C792,5
O25453,P364,C704,2
O25454,P396,C1500,1
O25455,P50,C72,2
O25456,P432,C1741,5
O25457,P416,C1322,1
O25458,P309,C61,5
O25459,P41,C902,5
O25460,P210,C780,4
O25461,P212,C445,3
O25462,P191,C300,5
O25463,P401,C1192,1
O25464,P382,C1703,3
O25465,P388,C1916,3
O25466,P331,C776,3
O25467,P58,C689,4
O25468,P443,C1824,1
O25469,P381,C127,1
O25470,P255,C313,1
O25471,P498,C1566,1
O25472,P11,C1721,5
O25473,P329,C1071,5
O25474,P14,C948,1
O25475,P33,C1429,1
O25476,P367,C841,2
O25477,P287,C1848,2
O25478,P496,C129,5
O25479,P200,C154,1
O25480,P23,C1061,5
O25481,P212,C1690,4
O25482,P330,C466,2
O25483,P310,C1838,1
O25484,P1,C999,2
O25485,P372,C934,1
O25486,P195,C1832,1
O25487,P218,C1428,2
O25488,P386,C918,4
O25489,P466,C1170,1
O25490,P111,C1290,2
O25491,P366,C1799,5
O25492,P101,C1036,2
O25493,P131,C865,4
O25494,P5,C1455,3
O25495,P23,C103,3
O25496,P185,C441,2
O25497,P191,C557,1
O25498,P85,C645,5
O25499,P305,C481,3
O25500,P263,C1880,2
O25501,P207,C903,5
O25502,P58,C1929,1
O25503,P472,C1069,2
O25504,P130,C1692,5
O25505,P23,C963,1
O25506,P408,C1518,5
O25507,P291,C1182,5
O25508,P439,C1794,2
O25509,P284,C1892,4
O25510,P326,C1005,2
O25511,P232,C1691,4
O25512,P219,C1036,2
O25513,P479,C596,2
O25514,P280,C268,2
O25515,P350,C1485,4
O25516,P408,C1388,5
O25517,P390,C1714,4
O25518,P101,C1188,2
O25519,P40,C546,3
O25520,P445,C1684,2
O25521,P202,C1118,5
O25522,P359,C1610,2
O25523,P184,C1885,5
O25524,P41,C120,2
O25525,P21,C680,2
O25526,P291,C1236,3
O25527,P78,C802,3
O25528,P470,C1181,1
O25529,P44,C310,1
O25530,P347,C1088,1
O25531,P151,C355,5
O25532,P90,C1975,2
O25533,P300,C274,4
O25534,P45,C1413,5
O25535,P237,C1052,4
O25536,P276,C1057,3
O25537,P16,C165,3
O25538,P317,C436,4
O25539,P451,C1931,1
O25540,P21,C1060,4
O25541,P401,C1169,3
O25542,P2,C420,5
O25543,P131,C1369,1
O25544,P140,C781,1
O25545,P372,C1740,3
O25546,P313,C1888,3
O25547,P247,C1457,1
O25548,P500,C515,5
O25549,P97,C1714,1
O25550,P421,C85,1
O25551,P266,C1736,5
O25552,P495,C907,4
O25553,P122,C400,1
O25554,P193,C1674,1
O25555,P249,C1962,2
O25556,P235,C1104,4
O25557,P159,C858,4
O25558,P410,C1933,5
O25559,P193,C1106,1
O25560,P204,C1272,4
O25561,P9,C378,2
O25562,P400,C404,4
O25563,P274,C537,4
O25564,P222,C966,4
O25565,P172,C3,2
O25566,P499,C1046,3
O25567,P444,C703,4
O25568,P78,C1200,4
O25569,P348,C607,3
O25570,P312,C881,5
O25571,P209,C458,3
O25572,P112,C1830,3
O25573,P355,C760,3
O25574,P437,C1551,5
O25575,P401,C1992,2
O25576,P395,C315,3
O25577,P281,C1718,4
O25578,P173,C1455,5
O25579,P418,C21,4
O25580,P380,C832,1
O25581,P340,C1613,4
O25582,P23,C56,1
O25583,P360,C1200,2
O25584,P92,C934,2
O25585,P129,C1227,3
O25586,P485,C1642,2
O25587,P232,C117,4
O25588,P171,C1483,4
O25589,P371,C416,1
O25590,P54,C660,1
O25591,P480,C994,2
O25592,P129,C925,2
O25593,P97,C140,1
O25594,P347,C232,3
O25595,P246,C69,1
O25596,P148,C1018,4
O25597,P3,C1258,3
O25598,P75,C548,3
O25599,P259,C482,5
O25600,P399,C446,1
O25601,P396,C1940,1
O25602,P447,C904,4
O25603,P283,C1139,5
O25604,P220,C231,5
O25605,P410,C387,1
O25606,P243,C1542,5
O25607,P302,C1299,5
O25608,P244,C757,5
O25609,P73,C803,3
O25610,P24,C825,3
O25611,P282,C1884,3
O25612,P345,C1409,3
O25613,P186,C999,3
O25614,P20,C1352,2
O25615,P372,C1756,1
O25616,P244,C246,4
O25617,P132,C1920,5
O25618,P37,C517,2
O25619,P305,C664,5
O25620,P493,C1173,2
O25621,P55,C1054,5
O25622,P159,C169,2
O25623,P491,C5,5
O25624,P430,C586,2
O25625,P71,C1974,3
O25626,P208,C386,2
O25627,P64,C1819,2
O25628,P350,C1589,5
O25629,P62,C930,3
O25630,P289,C702,5
O25631,P308,C753,2
O25632,P274,C1017,4
O25633,P369,C1101,4
O25634,P54,C1524,2
O25635,P291,C1050,3
O25636,P177,C92,5
O25637,P72,C503,4
O25638,P312,C1648,4
O25639,P218,C1105,3
O25640,P5,C872,2
O25641,P387,C1660,1
O25642,P474,C226,4
O25643,P308,C389,1
O25644,P438,C1491,2
O25645,P361,C499,2
O25646,P171,C1921,3
O25647,P86,C1292,5
O25648,P444,C239,4
O25649,P263,C599,5
O25650,P255,C519,5
O25651,P145,C317,4
O25652,P202,C1088,5
O25653,P17,C571,3
O25654,P500,C1295,1
O25655,P29,C759,3
O25656,P208,C1034,3
O25657,P131,C1075,4
O25658,P367,C880,2
O25659,P323,C37,5
O25660,P216,C912,1
O25661,P479,C791,3
O25662,P327,C1281,2
O25663,P249,C1647,2
O25664,P76,C450,1
O25665,P155,C1277,1
O25666,P91,C463,3
O25667,P189,C621,2
O25668,P2,C1922,5
O25669,P413,C373,5
O25670,P375,C1820,2
O25671,P314,C931,1
O25672,P250,C777,1
O25673,P342,C1273,3
O25674,P243,C788,5
O25675,P426,C1340,1
O25676,P125,C207,2
O25677,P202,C790,4
O25678,P246,C272,1
O25679,P430,C444,5
O25680,P135,C839,3
O25681,P223,C805,1
O25682,P161,C1136,1
O25683,P192,C1242,4
O25684,P101,C1856,2
O25685,P238,C418,5
O25686,P367,C322,5
O25687,P275,C600,3
O25688,P112,C76,2
O25689,P137,C1412,2
O25690,P160,C1462,5
O25691,P187,C1340,1
O25692,P271,C1268,2
O25693,P425,C1843,5
O25694,P4,C1040,5
O25695,P466,C615,4
O25696,P137,C1663,1
O25697,P4,C911,2
O25698,P305,C522,2
O25699,P280,C1697,1
O25700,P457,C628,5
O25701,P284,C224,2
O25702,P175,C1113,1
O25703,P70,C11,2
O25704,P337,C1002,5
O25705,P156,C588,2
O25706,P153,C1458,1
O25707,P457,C916,1
O25708,P172,C1304,5
O25709,P167,C708,5
O25710,P349,C337,4
O25711,P68,C1704,2
O25712,P104,C720,4
O25713,P383,C1787,3
O25714,P458,C1561,2
O25715,P400,C1778,3
O25716,P64,C309,1
O25717,P437,C663,1
O25718,P386,C33,5
O25719,P6,C1591,1
O25720,P465,C1395,4
O25721,P148,C1234,1
O25722,P171,C354,1
O25723,P95,C1475,3
O25724,P319,C1377,1
O25725,P122,C1309,3
O25726,P318,C1816,5
O25727,P305,C1790,1
O25728,P252,C1730,4
O25729,P418,C46,3
O25730,P327,C1624,3
O25731,P12,C594,3
O25732,P426,C1952,3
O25733,P465,C1338,5
O25734,P363,C936,5
O25735,P17,C243,3
O25736,P140,C180,5
O25737,P327,C1037,4
O25738,P124,C125,1
O25739,P66,C1684,3
O25740,P144,C15,3
O25741,P387,C590,3
O25742,P176,C1309,5
O25743,P435,C811,2
O25744,P210,C1153,4
O25745,P180,C1562,1
O25746,P178,C55,1
O25747,P480,C1622,3
O25748,P453,C1209,2
O25749,P222,C1157,1
O25750,P152,C99,3
O25751,P441,C1507,3
O25752,P429,C651,3
O25753,P33,C1235,4
O25754,P347,C276,2
O25755,P223,C1451,5
O25756,P497,C1853,4
O25757,P462,C1072,4
O25758,P231,C1573,5
O25759,P212,C707,4
O25760,P284,C1050,5
O25761,P39,C647,5
O25762,P273,C1024,3
O25763,P475,C1120,3
O25764,P47,C1367,5
O25765,P251,C1723,2
O25766,P67,C631,1
O25767,P66,C861,5
O25768,P55,C1406,3
O25769,P328,C732,5
O25770,P253,C933,4
O25771,P337,C785,1
O25772,P354,C1093,3
O25773,P37,C1775,5
O25774,P19,C537,1
O25775,P498,C1067,3
O25776,P432,C588,4
O25777,P458,C348,2
O25778,P237,C479,5
O25779,P261,C582,2
O25780,P25,C1033,1
O25781,P199,C1066,1
O25782,P488,C1346,5
O25783,P195,C1578,2
O25784,P105,C228,5
O25785,P302,C288,4
O25786,P389,C1912,5
O25787,P284,C812,2
O25788,P131,C1346,1
O25789,P164,C645,4
O25790,P139,C234,3
O25791,P437,C1704,4
O25792,P226,C605,2
O25793,P160,C1059,3
O25794,P120,C465,1
O25795,P339,C1532,2
O25796,P346,C963,5
O25797,P387,C342,4
O25798,P423,C871,5
O25799,P390,C482,1
O25800,P326,C823,2
O25801,P493,C1855,4
O25802,P155,C383,4
O25803,P60,C1613,4
O25804,P251,C640,3
O25805,P294,C1134,1
O25806,P215,C1666,1
O25807,P173,C1626,1
O25808,P267,C584,4
O25809,P205,C567,1
O25810,P486,C850,1
O25811,P259,C533,3
O25812,P70,C1185,3
O25813,P256,C983,5
O25814,P349,C276,2
O25815,P443,C73,3
O25816,P13,C997,2
O25817,P85,C112,4
O25818,P418,C1404,1
O25819,P80,C464,2
O25820,P406,C1135,5
O25821,P274,C372,2
O25822,P316,C1839,5
O25823,P348,C842,4
O25824,P200,C1697,5
O25825,P447,C531,3
O25826,P395,C1947,3
O25827,P112,C1230,4
O25828,P103,C1270,2
O25829,P402,C375,2
O25830,P193,C168,2
O25831,P284,C481,2
O25832,P329,C1732,1
O25833,P123,C1639,5
O25834,P36,C685,3
O25835,P70,C62,4
O25836,P456,C1581,2
O25837,P483,C1487,3
O25838,P353,C1594,2
O25839,P273,C260,1
O25840,P317,C1623,4
O25841,P128,C1222,4
O25842,P371,C1999,5
O25843,P88,C345,4
O25844,P339,C936,1
O25845,P229,C750,1
O25846,P105,C1818,4
O25847,P489,C1180,3
O25848,P244,C1592,3
O25849,P290,C302,5
O25850,P418,C1881,4
O25851,P480,C689,5
O25852,P96,C1672,1
O25853,P347,C779,4
O25854,P12,C1051,1
O25855,P331,C1475,4
O25856,P451,C1482,1
O25857,P207,C597,4
O25858,P395,C983,4
O25859,P245,C888,4
O25860,P311,C1736,2
O25861,P207,C1759,4
O25862,P368,C1192,1
O25863,P74,C254,4
O25864,P432,C880,1
O25865,P90,C216,1
O25866,P262,C1717,4
O25867,P467,C1308,2
O25868,P209,C1422,5
O25869,P1,C841,2
O25870,P442,C1365,1
O25871,P330,C737,3
O25872,P120,C536,4
O25873,P458,C1375,5
O25874,P229,C429,1
O25875,P336,C653,5
O25876,P477,C202,1
O25877,P240,C1626,3
O25878,P252,C783,4
O25879,P400,C1719,4
O25880,P266,C928,3
O25881,P256,C1683,1
O25882,P172,C1245,1
O25883,P137,C1800,2
O25884,P89,C152,1
O25885,P201,C992,3
O25886,P191,C1093,5
O25887,P491,C676,3
O25888,P5,C176,2
O25889,P285,C1632,3
O25890,P208,C279,4
O25891,P181,C76,5
O25892,P106,C850,1
O25893,P347,C1307,3
O25894,P354,C131,5
O25895,P310,C785,5
O25896,P165,C904,2
O25897,P266,C1638,5
O25898,P284,C968,1
O25899,P152,C965,3
O25900,P141,C1997,5
O25901,P311,C946,1
O25902,P353,C683,1
O25903,P8,C1390,1
O25904,P23,C805,1
O25905,P103,C684,3
O25906,P80,C299,2
O25907,P491,C1081,2
O25908,P498,C1379,3
O25909,P33,C774,2
O25910,P105,C1345,4
O25911,P347,C925,5
O25912,P247,C1905,3
O25913,P288,C885,5
O25914,P407,C48,5
O25915,P88,C1450,5
O25916,P466,C303,2
O25917,P316,C1419,1
O25918,P147,C737,4
O25919,P197,C866,3
O25920,P336,C1001,5
O25921,P122,C966,3
O25922,P140,C1816,5
O25923,P342,C271,4
O25924,P495,C1538,1
O25925,P55,C168,1
O25926,P13,C1561,1
O25927,P88,C649,2
O25928,P483,C1279,1
O25929,P381,C817,3
O25930,P126,C697,5
O25931,P492,C993,2
O25932,P22,C310,4
O25933,P142,C347,4
O25934,P121,C497,2
O25935,P198,C301,2
O25936,P397,C1733,3
O25937,P222,C1840,1
O25938,P165,C1567,4
O25939,P255,C1898,3
O25940,P329,C1539,5
O25941,P96,C1960,2
O25942,P112,C1734,3
O25943,P117,C54,1
O25944,P441,C1897,2
O25945,P206,C867,3
O25946,P397,C573,4
O25947,P169,C1323,5
O25948,P427,C132,1
O25949,P468,C1281,4
O25950,P281,C414,1
O25951,P13,C1946,1
O25952,P240,C1164,3
O25953,P159,C1472,2
O25954,P222,C1188,2
O25955,P9,C1518,3
O25956,P367,C1953,4
O25957,P380,C1463,3
O25958,P58,C592,1
O25959,P216,C1177,4
O25960,P29,C46,5
O25961,P256,C1916,2
O25962,P375,C28,3
O25963,P254,C331,2
O25964,P125,C469,2
O25965,P86,C1349,4
O25966,P21,C867,4
O25967,P384,C130,1
O25968,P244,C266,5
O25969,P255,C1890,3
O25970,P339,C348,3
O25971,P389,C183,1
O25972,P194,C701,1
O25973,P222,C876,2
O25974,P102,C1969,1
O25975,P280,C1437,3
O25976,P340,C1993,2
O25977,P114,C1124,4
O25978,P296,C906,4
O25979,P499,C1765,2
O25980,P111,C1516,2
O25981,P450,C204,5
O25982,P222,C1616,3
O25983,P221,C401,5
O25984,P205,C1913,5
O25985,P123,C727,5
O25986,P102,C1731,4
O25987,P258,C26,2
O25988,P147,C1402,2
O25989,P128,C480,4
O25990,P197,C628,3
O25991,P446,C1623,1
O25992,P482,C927,3
O25993,P3,C1478,2
O25994,P45,C14,1
O25995,P305,C725,1
O25996,P369,C496,4
O25997,P473,C711,5
O25998,P102,C135,5
O25999,P3,C918,5
O26000,P486,C1380,4
O26001,P329,C1402,1
O26002,P89,C361,1
O26003,P136,C1302,1
O26004,P100,C1087,4
O26005,P17,C949,1
O26006,P478,C1652,1
O26007,P477,C71,4
O26008,P436,C390,5
O26009,P18,C297,3
O26010,P394,C1129,1
O26011,P390,C1876,5
O26012,P60,C1049,3
O26013,P371,C1411,1
O26014,P142,C1310,2
O26015,P374,C131,3
O26016,P8,C1415,2
O26017,P259,C921,1
O26018,P215,C179,1
O26019,P262,C1544,2
O26020,P296,C470,5
O26021,P124,C176,5
O26022,P455,C1726,1
O26023,P371,C1058,4
O26024,P219,C217,3
O26025,P312,C1035,2
O26026,P220,C1876,5
O26027,P64,C428,1
O26028,P274,C995,2
O26029,P349,C639,1
O26030,P310,C607,1
O26031,P23,C1422,4
O26032,P18,C1676,3
O26033,P490,C1464,3
O26034,P253,C1933,3
O26035,P323,C1407,4
O26036,P478,C1137,5
O26037,P188,C1216,1
O26038,P183,C1598,5
O26039,P200,C1760,2
O26040,P346,C1800,1
O26041,P185,C347,4
O26042,P264,C1060,4
O26043,P58,C1096,5
O26044,P297,C1509,1
O26045,P480,C244,2
O26046,P316,C615,3
O26047,P62,C184,4
O26048,P26,C1505,5
O26049,P68,C555,2
O26050,P474,C971,5
O26051,P331,C1672,1
O26052,P263,C409,1
O26053,P290,C716,3
O26054,P48,C353,4
O26055,P477,C194,4
O26056,P86,C1873,4
O26057,P99,C1315,1
O26058,P171,C931,5
O26059,P223,C1424,2
O26060,P49,C925,3
O26061,P37,C485,3
O26062,P434,C330,3
O26063,P141,C1529,5
O26064,P486,C1634,2
O26065,P121,C594,5
O26066,P256,C1186,1
O26067,P101,C1532,4
O26068,P473,C1032,5
O26069,P480,C611,3
O26070,P24,C989,5
O26071,P244,C369,1
O26072,P174,C673,4
O26073,P189,C215,5
O26074,P61,C1097,2
O26075,P411,C1034,4
O26076,P54,C1727,5
O26077,P447,C280,5
O26078,P493,C240,1
O26079,P125,C535,1
O26080,P168,C38,2
O26081,P473,C925,3
O26082,P218,C1373,2
O26083,P284,C1811,3
O26084,P90,C1652,4
O26085,P430,C123,2
O26086,P190,C795,5
O26087,P500,C559,2
O26088,P436,C1388,1
O26089,P323,C163,3
O26090,P217,C684,3
O26091,P330,C140,3
O26092,P440,C555,1
O26093,P461,C1819,1
O26094,P461,C32,5
O26095,P372,C1317,5
O26096,P209,C873,4
O26097,P367,C198,4
O26098,P495,C115,2
O26099,P391,C680,2
O26100,P334,C1233,5
O26101,P499,C875,1
O26102,P124,C401,5
O26103,P160,C847,2
O26104,P264,C746,2
O26105,P431,C1419,2
O26106,P232,C1777,2
O26107,P42,C470,4
O26108,P304,C198,2
O26109,P497,C1853,3
O26110,P132,C1340,4
O26111,P153,C886,4
O26112,P155,C1487,2
O26113,P464,C357,3
O26114,P21,C1453,3
O26115,P323,C518,1
O26116,P269,C109,5
O26117,P236,C579,3
O26118,P150,C210,1
O26119,P298,C1937,4
O26120,P335,C589,3
O26121,P13,C1172,5
O26122,P166,C501,2
O26123,P126,C497,2
O26124,P171,C1041,4
O26125,P240,C526,3
O26126,P367,C1807,5
O26127,P472,C1593,5
O26128,P424,C579,3
O26129,P479,C325,1
