hospital_id,department,patients_per_day,avg_wait_time_minutes,treatment_cost
45,Cardiology,33,35,3289
13,Pediatrics,224,110,4999
19,Pediatrics,87,117,1567
12,Pediatrics,147,51,4952
36,Cardiology,45,12,2860
10,Emergency,203,21,4556
16,Pediatrics,156,103,1493
28,Cardiology,125,104,3793
19,Pediatrics,43,95,4407
40,Emergency,213,108,1799
6,Pediatrics,188,49,1220
4,Emergency,55,101,1671
30,Cardiology,120,64,4973
39,Emergency,53,118,828
31,Emergency,58,79,3604
46,Cardiology,230,25,715
27,Emergency,249,74,470
45,Emergency,298,116,3564
21,Cardiology,99,25,4827
37,Emergency,257,119,4956
9,Emergency,191,62,1047
35,Pediatrics,78,59,1219
42,Emergency,41,32,1555
47,Emergency,257,85,2648
21,Emergency,113,86,2522
17,Cardiology,263,79,3711
24,Emergency,30,50,2646
31,Cardiology,136,48,1440
6,Cardiology,284,93,3945
35,Emergency,31,98,1618
37,Emergency,173,29,2059
13,Emergency,57,75,810
25,Emergency,150,53,4670
32,Emergency,244,105,673
1,Emergency,162,50,2943
49,Emergency,73,95,607
35,Cardiology,43,94,2322
19,Pediatrics,140,67,4887
12,Cardiology,138,81,1394
40,Emergency,180,92,1797
40,Pediatrics,93,16,887
47,Pediatrics,204,82,3889
43,Emergency,211,61,4767
20,Emergency,239,77,2333
33,Cardiology,140,68,686
29,Pediatrics,228,35,3265
16,Pediatrics,183,8,3750
14,Emergency,287,58,4709
7,Emergency,22,87,3349
6,Pediatrics,69,69,2801
21,Pediatrics,230,97,4136
36,Emergency,35,113,655
22,Emergency,187,10,1809
40,Emergency,204,69,4075
19,Cardiology,157,93,4490
25,Cardiology,144,95,3407
3,Emergency,77,26,1610
36,Cardiology,85,21,2686
45,Pediatrics,221,63,3646
34,Pediatrics,28,33,4176
11,Emergency,124,71,3606
48,Pediatrics,108,21,4443
42,Pediatrics,108,6,3733
47,Pediatrics,25,36,2506
27,Pediatrics,177,26,1561
42,Pediatrics,122,107,2271
2,Cardiology,242,101,502
6,Cardiology,190,62,383
46,Emergency,52,57,340
2,Pediatrics,200,90,4362
42,Cardiology,203,51,4756
17,Cardiology,106,8,2295
40,Cardiology,88,42,800
48,Pediatrics,45,17,2770
14,Cardiology,25,65,2019
10,Emergency,275,91,4460
45,Emergency,201,68,2648
33,Pediatrics,279,81,2426
42,Emergency,253,88,2896
12,Cardiology,226,37,2306
32,Pediatrics,96,102,4694
49,Emergency,187,42,1710
24,Pediatrics,75,33,587
14,Cardiology,100,65,564
5,Emergency,186,36,4423
5,Cardiology,195,15,765
47,Emergency,168,22,1589
32,Pediatrics,275,49,898
45,Emergency,297,25,2900
49,Emergency,298,16,3398
33,Emergency,225,107,3340
46,Pediatrics,49,24,3455
4,Emergency,237,11,4029
30,Cardiology,250,95,4457
41,Pediatrics,181,75,3973
17,Pediatrics,236,6,959
3,Cardiology,247,47,463
13,Pediatrics,240,101,4032
44,Emergency,253,25,2245
48,Pediatrics,92,33,2931
36,Cardiology,114,36,4778
18,Pediatrics,114,49,3672
23,Cardiology,262,80,1015
35,Pediatrics,282,81,1874
49,Cardiology,143,107,3465
33,Pediatrics,286,112,250
36,Emergency,128,117,3320
17,Cardiology,67,63,3121
39,Cardiology,114,108,4337
34,Pediatrics,52,7,3917
12,Pediatrics,137,43,1170
5,Pediatrics,151,55,3543
48,Emergency,270,12,4289
40,Pediatrics,141,114,860
27,Cardiology,237,50,4551
40,Pediatrics,72,70,4727
13,Emergency,145,10,2839
26,Pediatrics,178,116,2117
14,Pediatrics,178,62,1016
32,Cardiology,108,45,4043
11,Pediatrics,195,83,3560
38,Emergency,178,119,1592
16,Pediatrics,268,115,3721
22,Pediatrics,141,58,826
47,Cardiology,256,80,4961
16,Pediatrics,144,45,1709
13,Cardiology,298,52,4848
12,Cardiology,111,100,4941
18,Pediatrics,124,74,1039
29,Cardiology,61,31,187
18,Cardiology,148,51,662
46,Pediatrics,72,81,1368
2,Pediatrics,187,27,1590
2,Emergency,109,78,4637
3,Emergency,266,18,3179
29,Cardiology,193,65,1672
8,Cardiology,106,71,4754
11,Pediatrics,169,80,3271
12,Emergency,268,29,2900
32,Emergency,134,69,3513
4,Pediatrics,199,100,1357
9,Pediatrics,139,28,4988
24,Pediatrics,47,57,4885
49,Pediatrics,136,116,4672
16,Emergency,210,110,4880
17,Pediatrics,164,77,2519
47,Pediatrics,281,54,1243
22,Emergency,161,5,4737
7,Pediatrics,133,110,4374
10,Emergency,292,43,3265
29,Emergency,57,78,2714
36,Pediatrics,216,48,847
24,Pediatrics,32,111,3589
46,Cardiology,131,109,2733
14,Cardiology,156,98,3588
14,Emergency,191,9,1947
25,Emergency,146,72,4125
46,Cardiology,38,113,1245
22,Emergency,227,76,2204
47,Cardiology,177,84,3956
23,Pediatrics,179,69,2868
32,Pediatrics,259,117,4159
26,Pediatrics,98,83,1908
27,Emergency,216,92,509
45,Pediatrics,139,19,745
12,Emergency,267,54,4020
19,Pediatrics,158,10,1651
19,Emergency,245,70,1213
34,Emergency,102,73,3687
32,Cardiology,45,119,161
29,Cardiology,147,43,1335
21,Cardiology,242,109,4443
35,Emergency,63,102,1827
42,Cardiology,103,107,4692
5,Cardiology,44,100,4654
12,Cardiology,239,33,3066
7,Emergency,223,97,3460
41,Emergency,212,92,1512
2,Cardiology,21,50,3684
25,Cardiology,221,35,1833
10,Emergency,51,28,3730
38,Emergency,108,19,3969
44,Cardiology,221,80,2591
6,Cardiology,197,24,2139
27,Cardiology,212,8,4987
35,Emergency,179,62,1407
10,Cardiology,223,81,4112
9,Emergency,260,65,1824
20,Pediatrics,134,109,4790
37,Cardiology,229,112,2555
35,Pediatrics,241,14,1041
37,Emergency,201,45,2136
40,Pediatrics,278,57,1913
8,Cardiology,59,91,3161
46,Pediatrics,79,75,2494
31,Pediatrics,30,80,4467
49,Pediatrics,139,52,1384
43,Emergency,61,19,495
16,Cardiology,209,11,3863
28,Emergency,142,76,4349
6,Pediatrics,208,75,1190
32,Pediatrics,271,47,2988
28,Emergency,111,8,1822
11,Emergency,232,118,4543
42,Pediatrics,221,55,4106
23,Cardiology,287,75,1186
30,Emergency,174,63,1404
9,Pediatrics,214,113,3212
28,Pediatrics,47,45,1114
24,Cardiology,213,65,4472
28,Pediatrics,242,34,320
24,Emergency,126,22,3905
15,Pediatrics,168,34,1226
39,Pediatrics,154,11,3356
33,Pediatrics,114,56,2030
47,Pediatrics,289,52,2222
34,Cardiology,145,27,572
22,Emergency,31,41,515
29,Pediatrics,23,75,1968
34,Emergency,187,106,4212
42,Cardiology,27,97,1633
47,Emergency,143,102,1562
10,Cardiology,204,107,1965
45,Emergency,54,57,4109
30,Emergency,92,109,3230
11,Pediatrics,32,49,1836
34,Emergency,58,53,3286
21,Pediatrics,103,53,571
13,Pediatrics,40,115,3277
25,Emergency,272,86,3026
21,Pediatrics,277,51,2965
1,Emergency,49,111,3297
5,Pediatrics,147,29,2561
22,Pediatrics,59,95,3681
7,Cardiology,116,31,600
13,Cardiology,243,16,220
45,Emergency,111,27,1875
23,Pediatrics,299,21,706
21,Cardiology,189,48,4545
6,Cardiology,241,75,919
20,Cardiology,136,28,3364
12,Pediatrics,267,75,883
40,Emergency,108,97,1946
9,Pediatrics,97,64,4692
28,Pediatrics,93,57,491
11,Cardiology,33,96,3845
32,Pediatrics,64,91,1232
11,Pediatrics,57,78,3076
24,Cardiology,264,20,2617
15,Cardiology,81,111,4545
41,Pediatrics,115,116,4970
35,Cardiology,271,102,2296
17,Emergency,80,29,3560
25,Emergency,288,70,4539
49,Emergency,138,54,776
35,Emergency,106,73,694
19,Emergency,102,82,3984
41,Cardiology,99,99,3251
31,Cardiology,247,44,3424
17,Emergency,130,10,3034
23,Emergency,90,68,4433
47,Emergency,44,32,3085
1,Cardiology,298,13,2463
10,Cardiology,221,10,939
8,Pediatrics,244,21,2610
42,Pediatrics,286,44,3869
26,Pediatrics,136,103,4787
34,Pediatrics,86,80,2987
19,Cardiology,66,49,3143
14,Cardiology,260,86,1731
8,Cardiology,197,47,1505
1,Cardiology,27,102,4345
48,Emergency,202,50,2589
25,Pediatrics,96,67,4590
24,Cardiology,86,5,3536
47,Cardiology,167,63,105
20,Pediatrics,192,67,2681
30,Cardiology,54,83,319
5,Emergency,96,22,3018
3,Cardiology,299,90,111
32,Pediatrics,204,86,2942
17,Emergency,74,117,557
42,Emergency,113,69,2372
5,Pediatrics,163,114,266
11,Pediatrics,266,24,2073
38,Emergency,219,60,2044
4,Cardiology,255,58,2295
39,Pediatrics,239,52,4231
19,Emergency,235,104,3928
39,Pediatrics,68,58,4837
46,Cardiology,137,106,339
49,Cardiology,101,93,1016
23,Emergency,282,20,3052
17,Cardiology,96,24,3538
13,Cardiology,230,106,955
27,Cardiology,141,51,2764
1,Pediatrics,109,101,3338
2,Emergency,277,11,653
18,Emergency,180,27,2913
36,Emergency,195,79,1985
45,Cardiology,108,37,3045
33,Pediatrics,146,44,1328
36,Emergency,279,114,294
2,Pediatrics,263,9,3787
4,Emergency,130,49,1525
16,Cardiology,43,115,3919
4,Emergency,69,45,2793
9,Emergency,56,12,3853
49,Cardiology,200,119,2071
21,Cardiology,272,85,599
23,Emergency,44,119,4214
2,Pediatrics,144,86,3873
3,Cardiology,50,54,3747
23,Emergency,256,95,2966
26,Cardiology,246,35,786
47,Pediatrics,57,8,2167
7,Emergency,77,70,4021
36,Emergency,255,60,547
44,Pediatrics,200,9,1866
33,Pediatrics,133,85,1224
49,Emergency,151,58,393
36,Pediatrics,199,107,4260
4,Pediatrics,97,100,2646
23,Emergency,239,97,175
25,Cardiology,161,84,3875
41,Pediatrics,62,5,2782
26,Cardiology,137,80,3296
28,Cardiology,78,87,2174
28,Cardiology,80,77,1399
21,Pediatrics,60,116,2827
10,Emergency,293,65,4278
27,Emergency,207,11,3634
15,Emergency,206,34,2153
17,Emergency,247,19,1799
39,Emergency,183,112,4563
35,Emergency,121,8,2618
5,Cardiology,286,67,1837
16,Cardiology,143,74,2030
23,Cardiology,172,42,469
39,Pediatrics,198,51,3839
48,Pediatrics,85,64,4473
9,Pediatrics,118,103,439
33,Emergency,43,6,2962
35,Cardiology,268,73,713
40,Pediatrics,184,12,1203
24,Cardiology,113,55,3877
24,Emergency,143,98,892
24,Cardiology,175,116,166
19,Emergency,268,23,4410
39,Pediatrics,290,98,4611
25,Emergency,77,35,4747
31,Emergency,214,84,3895
38,Cardiology,220,106,670
25,Emergency,91,26,639
27,Pediatrics,266,37,216
32,Pediatrics,117,118,2298
11,Emergency,100,90,3131
5,Cardiology,84,76,3556
44,Pediatrics,24,41,3151
33,Pediatrics,100,16,2581
19,Emergency,106,118,2467
43,Emergency,216,73,1734
47,Pediatrics,271,68,341
16,Emergency,102,29,564
35,Emergency,46,58,2350
11,Pediatrics,201,33,4744
11,Cardiology,154,17,1978
10,Cardiology,109,30,4981
34,Pediatrics,225,26,4736
5,Emergency,46,97,2634
23,Pediatrics,78,80,2005
25,Pediatrics,91,116,3909
29,Emergency,246,114,671
40,Cardiology,110,111,2808
13,Cardiology,87,96,3741
47,Emergency,279,77,3604
32,Pediatrics,165,14,3719
34,Emergency,82,52,756
12,Pediatrics,199,119,3251
24,Emergency,130,46,1048
40,Emergency,210,94,4210
21,Cardiology,265,104,3122
29,Cardiology,297,63,406
23,Emergency,142,57,804
33,Emergency,76,44,4592
8,Cardiology,179,79,777
42,Pediatrics,146,66,3012
13,Cardiology,244,10,4093
5,Pediatrics,114,8,310
41,Cardiology,25,95,4594
10,Cardiology,284,59,1496
14,Pediatrics,253,92,3560
24,Emergency,35,73,4453
11,Cardiology,159,118,2262
46,Cardiology,214,7,4529
3,Cardiology,205,11,4544
29,Emergency,144,92,2380
48,Cardiology,36,90,4644
30,Emergency,45,16,3248
49,Cardiology,232,103,4180
37,Pediatrics,20,21,927
7,Cardiology,284,71,2755
17,Cardiology,57,79,2245
20,Emergency,252,74,3801
11,Emergency,279,111,4657
44,Emergency,280,40,599
25,Pediatrics,257,21,2778
24,Pediatrics,125,90,1161
2,Emergency,266,5,3596
27,Pediatrics,57,112,4322
19,Emergency,65,71,1226
29,Pediatrics,229,84,2089
37,Emergency,112,103,2624
11,Emergency,239,82,3400
19,Pediatrics,275,53,2870
28,Cardiology,156,55,4280
39,Emergency,250,75,1482
21,Emergency,221,94,4981
26,Cardiology,85,47,4267
22,Emergency,57,116,3266
6,Emergency,174,35,2735
11,Pediatrics,124,28,1129
14,Cardiology,274,87,1718
36,Emergency,35,41,4347
40,Emergency,98,69,3728
41,Cardiology,32,93,1335
2,Cardiology,121,67,2730
43,Pediatrics,171,60,4083
20,Pediatrics,197,78,1505
22,Pediatrics,106,22,4337
39,Emergency,107,110,1647
4,Cardiology,48,69,1984
29,Pediatrics,119,33,2284
46,Cardiology,134,81,318
24,Emergency,229,8,4450
1,Emergency,93,16,911
24,Cardiology,154,60,369
30,Cardiology,288,52,4799
12,Pediatrics,97,23,3305
19,Cardiology,144,30,1286
37,Pediatrics,57,112,1833
40,Cardiology,288,42,4896
43,Cardiology,125,84,3067
4,Cardiology,63,112,172
15,Emergency,244,29,4738
20,Emergency,261,60,4161
44,Emergency,172,78,730
20,Pediatrics,43,105,2942
21,Pediatrics,143,32,977
10,Emergency,280,65,856
30,Emergency,165,96,2765
24,Cardiology,210,93,4393
48,Cardiology,184,93,1550
40,Pediatrics,90,55,2640
40,Pediatrics,220,16,181
38,Cardiology,31,12,1431
3,Pediatrics,71,104,1822
29,Emergency,275,107,456
8,Cardiology,28,62,1419
29,Cardiology,159,92,679
10,Pediatrics,119,27,4495
5,Cardiology,156,41,745
11,Cardiology,41,15,2333
4,Emergency,164,21,2731
49,Cardiology,180,96,3399
35,Cardiology,268,60,407
40,Cardiology,194,57,333
12,Cardiology,107,71,1134
21,Emergency,52,6,2322
16,Cardiology,290,119,2920
14,Emergency,245,33,4838
21,Emergency,131,61,1835
48,Emergency,101,38,4377
27,Pediatrics,232,82,1041
36,Pediatrics,27,101,449
1,Cardiology,153,116,2786
1,Emergency,137,115,1505
22,Pediatrics,103,86,3727
15,Cardiology,277,97,1645
20,Pediatrics,262,6,4420
3,Emergency,256,79,1851
14,Cardiology,169,35,1846
9,Emergency,40,117,4481
19,Emergency,153,81,1454
40,Pediatrics,115,48,3732
34,Cardiology,32,94,4388
4,Cardiology,20,60,1268
33,Cardiology,169,102,4866
43,Pediatrics,136,58,4144
37,Cardiology,171,57,2685
2,Pediatrics,83,118,4807
27,Cardiology,169,78,1000
45,Pediatrics,31,80,3441
17,Cardiology,109,117,4246
49,Pediatrics,102,90,227
31,Emergency,269,50,1775
41,Emergency,52,58,1877
6,Emergency,168,35,333
31,Cardiology,147,87,2595
3,Pediatrics,119,113,683
40,Emergency,231,28,1566
3,Cardiology,93,29,602
33,Pediatrics,115,39,4480
13,Emergency,111,61,1255
21,Emergency,194,76,1599
37,Cardiology,244,73,1035
16,Pediatrics,194,90,2691
21,Cardiology,75,32,455
48,Emergency,288,80,2094
44,Cardiology,54,37,1545
13,Cardiology,138,57,2759
4,Emergency,75,20,3380
31,Emergency,124,30,4074
9,Pediatrics,195,16,2604
48,Pediatrics,125,91,2246
33,Emergency,99,117,1310
37,Emergency,182,94,729
37,Pediatrics,286,109,2817
24,Cardiology,70,81,4982
25,Emergency,298,91,1594
41,Emergency,94,35,1207
29,Cardiology,146,104,3177
40,Pediatrics,265,31,3534
47,Pediatrics,253,40,3154
36,Cardiology,174,63,2915
15,Emergency,92,115,3881
45,Cardiology,156,110,2135
18,Emergency,293,91,269
20,Pediatrics,63,106,3931
5,Emergency,266,7,2396
18,Emergency,168,98,4857
40,Emergency,75,36,2887
1,Emergency,195,19,3415
19,Emergency,276,106,731
23,Pediatrics,82,79,904
26,Cardiology,82,70,3134
49,Pediatrics,48,94,3187
29,Emergency,59,67,4580
34,Cardiology,166,102,3512
19,Emergency,107,5,3969
48,Pediatrics,75,79,891
18,Pediatrics,212,9,4241
2,Emergency,119,94,2651
27,Emergency,234,10,3941
6,Cardiology,160,103,3314
39,Cardiology,68,9,3456
6,Emergency,134,77,2672
6,Cardiology,248,32,4004
31,Emergency,271,87,2194
41,Emergency,94,73,4723
40,Emergency,210,91,715
30,Pediatrics,218,112,4093
21,Emergency,182,48,4396
41,Emergency,158,20,2401
44,Emergency,68,75,2330
18,Cardiology,134,82,1672
23,Emergency,187,26,3128
38,Pediatrics,296,77,2637
23,Pediatrics,66,115,604
28,Emergency,278,27,2045
36,Emergency,235,47,1961
25,Emergency,249,72,3822
7,Pediatrics,146,47,3783
18,Cardiology,244,30,503
20,Cardiology,169,45,4431
5,Emergency,65,74,1719
18,Cardiology,33,35,3006
42,Pediatrics,140,21,3113
40,Emergency,210,13,3716
33,Cardiology,185,95,4828
15,Emergency,136,59,1669
35,Emergency,143,10,3816
47,Pediatrics,73,74,239
46,Pediatrics,290,68,4783
1,Cardiology,218,8,1943
21,Pediatrics,235,111,3478
8,Emergency,132,71,3064
7,Pediatrics,35,92,4765
41,Cardiology,235,60,3269
44,Cardiology,154,22,2272
40,Cardiology,62,36,3520
40,Pediatrics,271,116,3143
30,Pediatrics,117,89,1349
38,Pediatrics,79,52,2797
35,Pediatrics,249,33,2853
2,Pediatrics,150,36,4534
46,Cardiology,178,29,3984
8,Cardiology,103,80,194
38,Pediatrics,227,114,4391
4,Emergency,193,67,4387
37,Cardiology,100,13,4717
21,Emergency,37,75,4948
13,Emergency,215,18,1775
9,Cardiology,298,24,112
45,Emergency,273,88,2401
29,Emergency,161,14,4183
41,Cardiology,184,15,472
24,Cardiology,24,43,4589
16,Pediatrics,270,23,517
12,Cardiology,169,23,916
2,Emergency,47,47,4969
19,Cardiology,256,65,1903
30,Pediatrics,151,74,3712
16,Cardiology,182,76,3504
24,Emergency,246,69,3039
13,Cardiology,149,27,1432
5,Emergency,77,108,3346
23,Cardiology,165,105,855
38,Pediatrics,141,64,3625
31,Pediatrics,211,14,1896
17,Cardiology,264,67,4069
49,Emergency,122,6,3159
49,Pediatrics,269,40,2277
3,Emergency,41,61,3656
26,Cardiology,79,70,2150
13,Pediatrics,257,83,2089
44,Pediatrics,153,24,654
38,Emergency,281,46,365
22,Pediatrics,61,25,1022
21,Emergency,93,98,2171
29,Emergency,41,92,633
45,Cardiology,239,70,4083
46,Emergency,98,42,1793
39,Pediatrics,254,90,2151
5,Emergency,176,97,3790
14,Pediatrics,133,82,2931
18,Emergency,115,73,4427
4,Cardiology,149,28,3020
33,Cardiology,128,30,4945
39,Emergency,94,6,4267
20,Emergency,294,50,4723
13,Emergency,39,113,985
36,Cardiology,180,38,1558
45,Emergency,228,66,3895
4,Emergency,113,91,3255
35,Pediatrics,101,45,3510
8,Cardiology,123,103,4124
40,Cardiology,256,19,662
49,Emergency,279,59,4126
47,Emergency,179,7,3071
36,Pediatrics,80,80,444
6,Emergency,57,42,2816
22,Cardiology,137,55,2778
6,Pediatrics,187,21,1772
42,Cardiology,88,106,3227
36,Emergency,102,95,4993
9,Pediatrics,254,87,4053
16,Cardiology,61,53,1219
39,Cardiology,118,116,2012
46,Cardiology,149,25,3102
38,Emergency,47,108,2362
33,Emergency,252,92,842
18,Emergency,248,28,4253
12,Emergency,136,87,2552
27,Cardiology,126,99,2868
47,Pediatrics,179,44,882
1,Emergency,23,24,196
15,Pediatrics,168,83,686
47,Cardiology,253,108,4736
27,Emergency,273,39,2338
16,Cardiology,267,52,1016
21,Emergency,89,103,3449
1,Emergency,222,37,2686
29,Pediatrics,167,108,4280
3,Cardiology,240,60,2588
12,Cardiology,205,45,3893
28,Cardiology,67,58,2937
39,Pediatrics,282,48,2486
37,Pediatrics,191,86,1941
31,Cardiology,50,85,1302
31,Cardiology,189,76,4869
33,Emergency,63,88,829
33,Emergency,62,15,416
47,Pediatrics,153,98,175
40,Emergency,238,95,3146
11,Cardiology,105,107,303
46,Cardiology,270,18,4388
29,Emergency,284,46,3875
25,Emergency,30,83,3044
13,Pediatrics,99,16,4455
44,Emergency,128,88,3151
19,Pediatrics,137,21,2763
36,Emergency,271,108,531
28,Emergency,37,94,2863
4,Emergency,275,82,4891
3,Emergency,264,29,3262
38,Cardiology,172,30,297
37,Cardiology,116,51,138
43,Cardiology,205,29,2618
25,Emergency,49,93,2226
41,Pediatrics,134,64,828
35,Emergency,260,64,3999
29,Cardiology,276,31,3265
41,Pediatrics,132,47,4879
29,Pediatrics,48,80,4327
12,Cardiology,245,24,2224
35,Emergency,263,67,4234
20,Pediatrics,38,84,3871
17,Pediatrics,131,29,3357
12,Cardiology,231,31,3306
36,Pediatrics,252,56,2698
10,Pediatrics,178,86,4535
18,Pediatrics,79,14,3413
30,Emergency,112,119,1344
8,Emergency,267,54,4187
41,Cardiology,177,34,757
13,Emergency,160,5,3065
31,Pediatrics,239,58,1799
6,Emergency,108,8,4556
7,Pediatrics,174,91,3143
21,Pediatrics,252,11,4524
38,Emergency,212,34,1899
43,Emergency,118,94,4635
49,Emergency,132,69,3726
28,Emergency,126,33,4077
44,Cardiology,43,29,2076
21,Emergency,223,44,3769
21,Cardiology,30,30,4292
24,Pediatrics,224,21,1037
27,Cardiology,44,35,1389
27,Pediatrics,159,65,4770
13,Cardiology,142,12,2250
29,Cardiology,30,73,612
39,Pediatrics,285,5,4861
28,Cardiology,100,83,1616
37,Pediatrics,128,104,2182
29,Emergency,227,75,1504
48,Pediatrics,263,50,4592
22,Cardiology,295,112,2031
36,Emergency,280,95,1985
30,Cardiology,82,103,2453
28,Emergency,203,95,3907
23,Pediatrics,51,24,2846
33,Emergency,26,86,680
4,Emergency,193,44,2312
3,Emergency,165,6,3429
32,Cardiology,271,98,201
4,Emergency,185,65,4650
1,Pediatrics,122,106,4388
12,Pediatrics,212,98,3942
13,Pediatrics,36,75,3063
34,Emergency,109,107,398
29,Pediatrics,105,81,4216
9,Cardiology,122,101,144
31,Pediatrics,101,108,2643
7,Emergency,145,34,3959
13,Pediatrics,57,34,4878
2,Emergency,232,91,4494
33,Emergency,244,49,3652
7,Pediatrics,241,28,3255
18,Cardiology,266,88,3231
8,Cardiology,155,96,387
12,Pediatrics,250,60,3805
43,Emergency,28,87,616
30,Pediatrics,244,65,2301
9,Emergency,126,117,4537
28,Emergency,206,17,4281
4,Emergency,240,84,3758
39,Cardiology,114,60,4386
17,Cardiology,214,19,3423
11,Pediatrics,261,15,4176
2,Cardiology,249,16,4036
23,Emergency,24,90,1269
22,Emergency,23,93,1090
26,Pediatrics,283,7,3805
12,Emergency,272,28,1951
32,Pediatrics,182,93,2809
9,Pediatrics,160,13,4107
43,Emergency,38,96,2721
5,Cardiology,101,50,2278
26,Emergency,23,98,938
7,Emergency,147,75,1655
29,Pediatrics,206,64,1322
33,Cardiology,165,15,2143
24,Pediatrics,171,14,1533
25,Emergency,112,7,1268
31,Pediatrics,50,23,1047
29,Pediatrics,47,6,260
5,Emergency,156,21,4659
38,Pediatrics,109,97,3231
45,Emergency,68,6,2727
11,Pediatrics,277,57,2635
32,Cardiology,25,20,2372
8,Emergency,48,117,3563
20,Cardiology,175,14,4904
34,Pediatrics,282,72,260
47,Cardiology,53,47,1884
42,Cardiology,256,94,2044
8,Cardiology,157,62,3282
2,Pediatrics,76,117,4074
21,Emergency,194,64,3724
15,Pediatrics,233,28,3844
6,Pediatrics,46,80,866
5,Pediatrics,138,89,2127
3,Emergency,166,110,4106
43,Pediatrics,284,20,284
43,Pediatrics,277,104,1996
16,Emergency,208,103,3395
35,Emergency,250,13,2504
9,Emergency,217,10,2639
35,Cardiology,258,112,832
19,Emergency,89,69,1721
43,Cardiology,271,82,677
46,Cardiology,212,28,2261
34,Pediatrics,44,14,477
39,Cardiology,89,86,3948
10,Pediatrics,175,113,1408
10,Cardiology,165,77,4292
20,Emergency,238,31,941
1,Pediatrics,68,87,2271
6,Cardiology,213,104,255
46,Pediatrics,59,7,4248
2,Emergency,104,42,1802
38,Cardiology,23,77,2735
33,Cardiology,266,78,3485
3,Emergency,24,77,4921
36,Cardiology,245,21,1513
13,Cardiology,169,110,144
35,Pediatrics,257,106,1786
15,Cardiology,167,52,2269
45,Emergency,122,53,3341
22,Cardiology,194,47,2825
43,Pediatrics,255,88,1523
4,Cardiology,53,11,4114
17,Pediatrics,191,72,4695
5,Cardiology,25,78,173
21,Pediatrics,244,25,3118
24,Pediatrics,72,82,1660
31,Cardiology,276,29,991
40,Emergency,78,85,3232
30,Emergency,265,65,1989
42,Cardiology,26,32,1346
7,Cardiology,233,82,3902
49,Cardiology,97,56,572
7,Cardiology,208,17,2317
27,Cardiology,235,38,800
24,Emergency,80,109,2179
19,Pediatrics,80,71,152
41,Pediatrics,234,8,3087
34,Emergency,64,48,238
22,Emergency,191,19,1497
27,Pediatrics,240,88,2237
6,Emergency,114,12,927
10,Cardiology,63,118,2183
45,Emergency,247,9,3076
31,Emergency,81,70,1348
25,Emergency,238,96,4749
2,Emergency,108,90,4935
10,Pediatrics,131,77,4464
10,Pediatrics,226,96,285
26,Pediatrics,222,50,3542
5,Pediatrics,52,69,3293
22,Cardiology,234,104,1512
4,Cardiology,31,117,3288
34,Pediatrics,21,110,3016
7,Pediatrics,168,70,1115
17,Pediatrics,161,106,4637
11,Emergency,226,30,4234
8,Cardiology,211,35,4361
28,Cardiology,271,55,2035
44,Emergency,223,45,1568
33,Emergency,65,55,4638
25,Emergency,280,23,4526
21,Cardiology,85,99,1458
12,Emergency,169,77,1869
26,Emergency,89,7,2861
29,Emergency,21,42,2982
38,Pediatrics,48,74,1289
35,Emergency,275,117,1292
37,Pediatrics,80,49,2916
46,Cardiology,119,113,3721
44,Cardiology,163,75,4956
45,Cardiology,211,45,1142
45,Pediatrics,289,29,325
29,Emergency,223,93,2078
49,Cardiology,264,54,4077
24,Emergency,50,5,3931
15,Pediatrics,71,58,2744
6,Cardiology,262,90,1983
32,Emergency,282,88,640
44,Emergency,193,17,745
34,Cardiology,119,44,4901
36,Emergency,80,25,4826
20,Pediatrics,207,91,4386
12,Cardiology,26,45,1788
35,Cardiology,208,65,954
49,Cardiology,102,37,504
38,Cardiology,143,77,3443
17,Pediatrics,176,33,2577
27,Pediatrics,106,59,619
17,Emergency,167,36,3040
11,Pediatrics,89,15,1507
39,Emergency,95,56,920
2,Emergency,133,40,3774
2,Cardiology,22,97,4630
29,Emergency,253,116,3935
45,Cardiology,186,35,4167
24,Emergency,118,18,3387
24,Pediatrics,143,67,2281
16,Cardiology,64,56,4814
31,Emergency,125,58,3332
49,Pediatrics,153,54,524
43,Pediatrics,27,93,1651
9,Cardiology,47,58,457
27,Cardiology,290,94,3546
41,Cardiology,242,90,1694
14,Emergency,27,77,1110
45,Cardiology,153,101,296
25,Pediatrics,48,91,1133
43,Pediatrics,134,103,961
44,Cardiology,53,88,448
22,Cardiology,26,101,3877
35,Pediatrics,59,39,1758
33,Emergency,81,114,674
27,Pediatrics,105,34,1919
40,Pediatrics,232,114,1030
26,Pediatrics,135,59,4108
19,Cardiology,84,98,4782
45,Emergency,189,90,583
39,Emergency,135,113,4012
45,Cardiology,135,5,457
26,Pediatrics,240,19,4580
6,Cardiology,69,29,353
3,Cardiology,98,24,4094
6,Emergency,39,75,934
28,Emergency,56,20,1290
3,Cardiology,278,56,1803
13,Cardiology,112,91,4991
13,Emergency,206,89,4664
13,Emergency,220,69,592
1,Pediatrics,67,115,3509
40,Cardiology,272,88,4246
37,Pediatrics,65,115,3227
31,Pediatrics,250,87,2220
17,Pediatrics,114,74,3965
9,Emergency,237,106,151
45,Pediatrics,59,100,361
13,Emergency,222,5,3102
37,Emergency,135,98,2008
14,Emergency,110,20,3746
11,Cardiology,77,31,2477
25,Pediatrics,29,22,3494
31,Emergency,275,81,4436
14,Cardiology,268,48,1725
7,Cardiology,25,54,1328
